2018-02-08,中金公司    ,600570,恒生电子 ,恒生电子(600570)A leading financial software provider expanding into AI applications-180207                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p114/                                                          ,51pdf,
2018-02-08,华泰证券    ,000826,启迪桑德 ,启迪桑德(000826)环卫快速增长，PPP精选优质项目-180207                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,国元证券    ,002928,华夏航空 ,华夏航空(002928)新股网下询价策略-180207                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,华泰证券    ,603030,全筑股份 ,全筑股份(603030)全装修龙头，进击定制精装-180207                                                                                                                                                                                                                                                                                                                              ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,申万宏源    ,002228,合兴包装 ,"合兴包装(002228)2017年业绩预告点评：业务结构优化＋行业集中度提升,17Q4收入利润持续提升，17Q4收入利润持续提速-180208"                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,方正证券    ,300456,耐威科技 ,耐威科技（300456）MEMS龙头蓄势待发-180207                                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,方正证券    ,002311,海大集团 ,海大集团（002311）系列之水产料，深化服务养殖户，受益行业快成长-180207                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,方正证券    ,600887,伊利股份 ,伊利股份（600887）重点产品再开发，接力快成长-180208                                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,广发证券    ,002304,洋河股份 ,"洋河股份(002304)梦之蓝量价齐升,洋河业绩有望加速增长-180208"                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,国泰君安    ,600521,华海药业 ,"华海药业(600521)2017年业绩快报点评：业绩略超预期,出口转国内有望贡献业绩增量-180208"                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p115/                                                          ,51pdf,
2018-02-08,中金公司    ,601098,中南传媒 ,中南传媒(601098)教辅管控负面影响逐步体现，但中长期有望恢复增长-180208                                                                                                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,东吴证券    ,601966,玲珑轮胎 ,玲珑轮胎（601966）轮胎盈利向好，品牌潜力值得期待-180207                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,招商证券    ,002228,合兴包装 ,合兴包装（002228）业绩落于预告上沿，单季度净利率触底回升-180208                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,东北证券    ,300451,创业软件 ,创业软件（300451）业绩翻倍增长，新业绩增长点蓄势待发-180208                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,中信建投    ,603337,杰克股份 ,杰克股份（603337）海外并购持续推进，收购VI.BE.MAC进军牛仔服装自动化生产设备领域-180208                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,中信建投    ,002228,合兴包装 ,合兴包装（002228）行业整合加快，公司量价齐升，龙头成长加速-180208                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,中信建投    ,002482,广田集团 ,广田集团（002482）员工持股显信心，在手订单驱成长-180208                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,国金证券    ,601012,隆基股份 ,"隆基股份(601012)签硅料大单保原料供应,扩印度产能促组件出海-180205"                                                                                                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,国金证券    ,601877,正泰电器 ,"正泰电器(601877)低压电器重回高增长,大智造,全球化,户用光伏打造业绩新增长极-180206"                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,国金证券    ,603716,塞力斯  ,"塞力斯(603716)四季度业绩超预期,高增长有望持续-180206"                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,国金证券    ,603156,养元饮品 ,"养元饮品(603156)核桃乳开拓者,加强品牌渠道建设求持续发展-180206"                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,国金证券    ,002229,鸿博股份 ,"鸿博股份(002229)“新彩票“战略初落地,视频彩或大放异彩-180205"                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,国金证券    ,603517,绝味食品 ,"绝味食品(603517)业绩符合预期,18年继续稳健增长-180206"                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,国金证券    ,002666,德联集团 ,"德联集团(002666)掘金汽车后市场,看好公司长期发展潜力-180205"                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,华金证券    ,002422,科伦药业 ,科伦药业(002422)达泊西汀生产申报受理，制剂板块即将进入收获期-180208                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,海通证券    ,600675,中华企业 ,"中华企业(600675)公司跟踪报告-注入中星集团正式获批,成集团唯一地产平台-180208"                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,中信证券    ,002594,比亚迪  ,比亚迪(002594)重大事项点评：1月销量超预期，新周期趋势已现-180208                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,华创证券    ,600816,安信信托 ,安信信托(600816)业绩符合预期，积极谋求外延扩张-180208                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,申万宏源    ,300740,御家汇  ,御家汇(300740)国货化妆品初现锋芒，电商基因助力品牌快速崛起-180208                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,中信证券    ,601098,中南传媒 ,中南传媒(601098)2017年业绩预告点评：市场类教辅整治影响业绩，基于行业龙头和基本面价值逻辑中长期推荐-180208                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p116/                                                          ,51pdf,
2018-02-08,海通证券    ,600816,安信信托 ,"安信信托(600816)公司年报点评：业绩符合预期,主动管理占比持续提升-180208"                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,海通证券    ,002050,三花智控 ,"三花智控(002050)公司跟踪报告-制冷业务出类而拔萃,汽零业务厚积而薄发-180208"                                                                                                                                                                                                                                                                                                              ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,中银国际    ,300567,精测电子 ,精测电子（300567）之半导体检测研究系列1：国内外寡头垄断，精测定位精准-180208                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,海通证券    ,600436,片仔癀  ,"片仔癀(600436)公司公告点评：量价齐升高景气,2017年业绩靓丽-180208"                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,联讯证券    ,002019,亿帆医药 ,亿帆医药（002019）创新开创发展新局面，原料药和制剂业务利基稳固-180208                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,广发证券    ,600816,安信信托 ,安信信托（600816）未受行业通道业务放量影响，主动管理能力再提升-180208                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,国信证券    ,300187,永清环保 ,永清环保(300187)再下一城收购云南危废资产，拓宽产业布局-180208                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,华创证券    ,002343,慈文传媒 ,慈文传媒(002343)17业绩快报点评：精品剧助力业绩提升，定增落地资金充足-180208                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,东北证券    ,002925,盈趣科技 ,盈趣科技（002925）电子烟产品爆发，全年业绩高速增长-180208                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,东北证券    ,300550,和仁科技 ,和仁科技（300550）年初中标过亿项目，军队医院信息化招标回暖-180208                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,西南证券    ,300187,永清环保 ,永清环保（300187）收购云南省区域危废龙头，危废领域再下一城-180208                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,西南证券    ,600521,华海药业 ,华海药业（600521）业绩略超预期，一致性评价受益明显-180208                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,华创证券    ,002555,三七互娱 ,三七互娱(002555)收购极光网络20%股权，巩固公司研发实力-180208                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,国泰君安    ,002626,金达威  ,"金达威(002626)2018Q1业绩预告点评：VA助Q1业绩增四倍,辅酶Q10继续放量-180208"                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,方正证券    ,300568,星源材质 ,星源材质（300568）实际控制人增持彰显信心，公司将重回增长轨道-180207                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,国海证券    ,002041,登海种业 ,登海种业（002041）美国进口高粱双反调查，国内玉米市场再添利好-180208                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,国海证券    ,600298,安琪酵母 ,安琪酵母（600298）产能持续扩张，高管增持提升信心-180207                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,中信建投    ,603517,绝味食品 ,绝味食品（603517）全年业绩符合预期，未来成长动力充足-180207                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,中信建投    ,600810,神马股份 ,神马股份（600810）海外尼龙66系列产能供给短缺，利好神马股份-180207                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,中信建投    ,600436,片仔癀  ,片仔癀（600436）片仔癀系列量价齐升，全年业绩高速增长-180207                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p117/                                                          ,51pdf,
2018-02-08,联讯证券    ,000039,中集集团 ,中集集团（000039）全球经济回暖，装备龙头崛起-180208                                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p118/                                                          ,51pdf,
2018-02-08,中银国际    ,600067,冠城大通 ,冠城大通（600067）控股股东增持彰显信心，地产及新能源业务业绩贡献可期-180208                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p118/                                                          ,51pdf,
2018-02-08,东兴证券    ,002507,涪陵榨菜 ,涪陵榨菜（002507）深度报告：榨菜走向大舞台，细分市场龙头的崛起-180207                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p118/                                                          ,51pdf,
2018-02-08,银河证券    ,002080,中材科技 ,中材科技(002080)玻纤需求旺盛，产品结构升级推动盈利能力提升-180205                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p118/                                                          ,51pdf,
2018-02-08,新时代证券   ,600859,王府井  ,王府井(600859)首旅集团合并王府井东安：首旅集团壮大，不影响王府井经营-180206                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p118/                                                          ,51pdf,
2018-02-08,招商证券    ,300113,顺网科技 ,顺网科技(300113)深度报告：网吧龙头再出发，泛娱乐征途是星辰大海-180206                                                                                                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p118/                                                          ,51pdf,
2018-02-08,招商证券    ,300036,超图软件 ,超图软件(300036)订单统计系列（五）：订单创新高，全年高增长-180207                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p118/                                                          ,51pdf,
2018-02-08,招商证券    ,600703,三安光电 ,三安光电(600703)与三星电子强强联合，MicroLED打开新成长空间-180206                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p118/                                                          ,51pdf,
2018-02-08,广证恒生    ,002906,华阳集团 ,华阳集团(002906)深度报告：多重因素利好汽车电子，车载导航龙头扬帆起航-180205                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p118/                                                          ,51pdf,
2018-02-08,安信证券    ,300523,辰安科技 ,辰安科技(300523)拟收购科大立安进军智慧消防，公共安全版图再下一城-180208                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p118/                                                          ,51pdf,
2018-02-08,安信证券    ,300550,和仁科技 ,和仁科技(300550)开年连中大单，业务呈现回暖趋势-180208                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p118/                                                          ,51pdf,
