2018-01-19,中金公司,600011,华能国际,"华能国际(600011)Full year output +25.8%,average selling price recovered,as expected-180118",webcache\20180120\webcache-20180302224759.html,51pdf,
2018-01-19,天风证券,002304,洋河股份,洋河股份(002304)春节配额彰显增长势头，海外收购验证平台化逻辑-180116,webcache\20180119\webcache-20180302224800.html,51pdf,
2018-01-19,东北证券,600845,宝信软件,宝信软件（600845）股权激励授予，智能制造与IDC双轮推进-180119,webcache\20180119\webcache-20180302224800.html,51pdf,
2018-01-19,东北证券,300118,东方日升,东方日升（300118）业绩稳定增长，产能扩张打造龙头地位-180119,webcache\20180119\webcache-20180302224800.html,51pdf,
2018-01-19,长城证券,600141,兴发集团,兴发集团（600141）非公开发行获批300万吨年胶磷矿增量将助推公司业绩-180118,webcache\20180119\webcache-20180302224800.html,51pdf,
2018-01-19,中信建投,000968,蓝焰控股,蓝焰控股（000968）拥优势资源，享行业红利，煤层气龙头呼之欲出-180119,webcache\20180119\webcache-20180302224800.html,51pdf,
2018-01-19,爱建证券,601336,新华保险,新华保险(601336)深度报告：转型成果显著，结构优化带动估值抬升-180119,webcache\20180119\webcache-20180302224800.html,51pdf,
2018-01-19,华创证券,300017,网宿科技,网宿科技（300017）净利润环比大幅提升，毛利率预期两个季度环比增长，2018Q1有望继续环比改善-180119,webcache\20180119\webcache-20180302224800.html,51pdf,
2018-01-19,华创证券,002583,海能达,海能达(002583)“第三代融合指挥中心”首次大规模商用，未来潜在空间逐步打开-180119,webcache\20180119\webcache-20180302224800.html,51pdf,
2018-01-19,天风证券,600057,象屿股份,"象屿股份(600057)业绩继续高增长,供应链龙头起飞！-180119",webcache\20180119\webcache-20180302224800.html,51pdf,
2018-01-19,财富证券,603040,新坐标,新坐标(603040)动态点评：新产品迅速上量，业务定位海外新坐标-180119,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,天风证券,000703,恒逸石化,"恒逸石化(000703)2018看PTA超预期,2019看文莱炼油项目贡献-180118",webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,天风证券,300661,圣邦股份,圣邦股份(300661)优质模拟芯片龙头公司扬帆起航-180118,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,天风证券,600028,中国石化,中国石化(600028)从PB ROE国际比较，看中国石化估值-180119,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,天风证券,000049,德赛电池,德赛电池(000049)迎接2018双电芯 异型电芯超级周期-180116,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,信达证券,300121,阳谷华泰,阳谷华泰（300121）首次覆盖报告：橡胶助剂领跑者，蓄势腾飞-180118,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,中信建投,300144,宋城演艺,宋城演艺（300144）签订西塘﹒中国演艺小镇项目，4.0版本产品全面启航-180119,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,光大证券,600055,万东医疗,万东医疗（600055）业绩符合预期，股东优势显现-180119,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,西南证券,300136,信维通信,信维通信（300136）“5G”潮平两岸阔，“射频”风正一帆悬-180117,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,申万宏源,600567,山鹰纸业,山鹰纸业(600567)17年收购标的与公司资源互补，业绩高弹性，媒体质疑不攻自破，维持买入！-180118,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,国元证券,002254,泰和新材,泰和新材（002254）芳纶需求旺盛，氨纶低成本扩张-180118,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,中银国际,600452,涪陵电力,涪陵电力（600452）业绩快报符合预期，连续高增长在望-180119,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,国信证券,300415,伊之密,伊之密（300415）优质模压成型设备制造商，成长趋势强-180119,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,广发证券,002555,三七互娱,三七互娱（002555）具强竞争力，短期压力不影响未来发展-180119,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,安信证券,600136,当代明诚,当代明诚(600136)新英体育并购进入尾声，完善赛事IP全产业链-180119,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,安信证券,600479,千金药业,千金药业(600479)营销改革推动公司经营持续改善，千金净雅终端销售良好上调盈利预测-180119,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,天风证券,601828,美凯龙,美凯龙(601828)首次覆盖报告 家装连锁第一股 开启王者新征程-180119,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,天风证券,600055,万东医疗,万东医疗(600055)2017年业绩预增50%-55%，中标美年健康采购大单-180119,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,天风证券,002044,美年健康,万东医疗(600055)2017年业绩预增50%-55%，中标美年健康采购大单-180119,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,国泰君安,300416,苏试试验,苏试试验(300416)试验龙头，隐形冠军-180119,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,平安证券,600803,新奥股份,新奥股份（600803）从集团战略角度看低估值高弹性-180119,webcache\20180119\webcache-20180302224802.html,51pdf,
2018-01-19,安信证券,600104,上汽集团,上汽集团(600104)业绩符合预期，产品周期或延续至19年-180119,webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,安信证券,603228,景旺电子,景旺电子(603228)业绩快报符合预期，看好未来稳健成长-180118,webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,安信证券,300182,捷成股份,捷成股份(300182)重点关注2018年在影视内容及数字版权业务上的持续发力-180118,webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,国联证券,300463,迈克生物,迈克生物（300463）发光助增长，渠道赢未来-180116,webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,东方证券,601678,滨化股份,滨化股份（601678）PO高景气加新产能投放，业绩中枢有望再上台阶-180119,webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,华创证券,300628,亿联网络,亿联网络(300628)2017年业绩预告：传统sip电话稳步增长，VCS翻倍增长-180119,webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,中信证券,600104,上汽集团,"上汽集团(600104)重大事项点评：业绩符合预期,持续稳健增长-180119",webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,申万宏源,000858,五粮液,五粮液(000858)旺季临近经营继续向好，百千万工程开启新征程-180118,webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,申万宏源,600195,中牧股份,中牧股份(600195)市场化改革初见成效，老牌国企焕发新生-180118,webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,申万宏源,601985,中国核电,中国核电(601985)核电龙头大国重器，开启新一轮成长-180118,webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,中信证券,600256,广汇能源,"广汇能源(600256)跟踪报告-十年轮回,广汇能源再迎业绩爆发期-180118",webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,国海证券,000099,中信海直,中信海直（000099）动态点评：油价上行趋势明显，公司充分受益中海油资本开支增加-180119,webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,国信证券,600782,新钢股份,新钢股份（600782）深耕华东板材市场，降本增效盈利提升-180119,webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,国海证券,002557,洽洽食品,洽洽食品（002557）调研简报：内部改革+聚焦主业，休闲食品巨头再起航-180118,webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,光大证券,600248,延长化建,延长化建（600248）重组补齐短板，业绩提速在即-180118,webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,新时代证券,600596,新安股份,新安股份（600596）业绩符合预期，有机硅龙头将迎爆发期-180116,webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,西部证券,603708,家家悦,家家悦(603708)首次覆盖：区域生鲜龙头扩张在即-180118,webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,安信证券,601668,中国建筑,中国建筑(601668)新签合同额规模再创新高，建筑、地产业务齐驱并进-180118,webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,天风证券,002180,纳思达,纳思达(002180)美国税改政策影响正面，2017年业绩有望大幅增厚-180118,webcache\20180119\webcache-20180302224803.html,51pdf,
2018-01-19,天风证券,600933,爱柯迪,爱柯迪(600933)汽车轻量化“隐形冠军”铝合金精密压铸龙头-180118,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,天风证券,300316,晶盛机电,晶盛机电(300316)订单超预期！拿下海外光伏大单，打开成长新空间-180118,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,天风证券,000488,晨鸣纸业,晨鸣纸业(000488)2017年业绩符合预期，主营基本面有望继续上行，“维持买入评级”-180118,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,东吴证券,603816,顾家家居,顾家家居（603816）品类品牌多元化叠加合伙人机制，助力软体龙头腾空远翔-180116,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,广发证券,600711,盛屯矿业,盛屯矿业（600711）2017年业绩超预期-180119,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,招商证券,300309,吉艾科技,吉艾科技（300309）管理层市价大比例持股解决核心矛盾-180119,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,财通证券,600104,上汽集团,上汽集团（600104）业绩预增符合预期，汽车龙头稳健崛起-180118,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,方正证券,300050,世纪鼎利,世纪鼎利（300050）传统ICT业务稳健，教育及物联网转型顺利-180119,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,方正证券,002422,科伦药业,科伦药业（002422）仿制驱动创新，研发体系化发展更具后劲-180118,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,国泰君安,603900,莱绅通灵,"莱绅通灵(603900)更新报告-王室百年锤炼,缔造脱凡经典-180118",webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,国泰君安,002925,盈趣科技,盈趣科技(002925)IQOS进军美国市场有望，带动公司业绩持续高增长-180118,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,国泰君安,002258,利尔化学,利尔化学(002258)草铵膦量价齐升广安项目打开成长空间-180118,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,国泰君安,601668,中国建筑,中国建筑(601668)地产板块盈利卓著被低估，央企估值洼地-180119,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,国泰君安,600104,上汽集团,上汽集团(600104)自主荣威崛起在即-180118,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,光大证券,300187,永清环保,永清环保（300187）战略收购危废，步入发展新篇章-180118,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,兴业证券,603056,德邦股份,德邦股份（603056）零担快运第一股，快递业务发展可期-180118,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,中金公司,603111,康尼机电,康尼机电(603111)长期成长无虞，建议逢低吸纳-180119,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,中金公司,600273,嘉化能源,嘉化能源(600273)17年业绩有望超预期-180118,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,中金公司,002027,分众传媒,分众传媒(002027)开创电梯媒体，引爆品牌价值-180119,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,中金公司,600104,上汽集团,上汽集团(600104)新产品周期成功对冲竞争压力-180119,webcache\20180119\webcache-20180302224804.html,51pdf,
2018-01-19,国信证券,603040,新坐标,新坐标（603040）业绩增长符合预期，新产品快速放量-180119,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,国元证券,002174,游族网络,游族网络（002174）《天使纪元》表现良好，继续爆款手游之路-180118,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,华创证券,600197,伊力特,伊力特(600197)割据新疆，徐图四方-180119,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,国信证券,600104,上汽集团,上汽集团（600104）2017年利润预计增长约7％，后期持续看好-180119,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,华泰证券,603828,柯利达,柯利达(603828)拟定增收购智慧建筑公司赛翼智能-180119,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,中泰证券,002008,大族激光,大族激光（002008）激光龙头2017完美收官，2018期待辉煌-180118,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,中泰证券,600491,龙元建设,龙元建设（600491）17年业绩大幅预增70％-80％，高成长趋势强劲-180119,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,国海证券,300422,博世科,博世科（300422）事件点评：业绩高增长符合预期，订单充足值得期待-180118,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,国信证券,300187,永清环保,永清环保（300187）中标18.7亿PPP大单，助推业绩高成长-180119,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,东北证券,300628,亿联网络,亿联网络（300628）业绩基本符合预期，稳步增长趋势依旧-180119,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,招商证券,603899,晨光文具,晨光文具（603899）国内文具第一品牌，战略升级布局新零售-180116,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,华创证券,002258,利尔化学,利尔化学(002258)受益草铵膦高景气，业绩增长超预期-180118,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,财富证券,300498,温氏股份,温氏股份（300498）限制性股票激励计划助力公司长远发展-180117,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,平安证券,600886,国投电力,国投电力（600886）雅砻江降幅优于预期，火电仍具增长空间-180118,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,西南证券,300415,伊之密,伊之密（300415）模压设备新锐，盈利能力不断显著提升-180118,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,东方证券,300219,鸿利智汇,鸿利智汇（300219）限制性股权激励加强业务信心-180118,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,太平洋证券,002648,卫星石化,卫星石化（002648）C3龙头切入C2产业链，“C2+C3”齐头并进-180117,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,中泰证券,600809,山西汾酒,山西汾酒（600809）渠道进入良性循环，省外发展有望加速-180119,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,海通证券,002081,金螳螂,金螳螂(002081)公装复苏首获印证，业绩加速拐点已至-180118,webcache\20180119\webcache-20180302224805.html,51pdf,
2018-01-19,海通证券,002787,华源控股,"华源控股(002787)公司研究报告-金属包装行业龙头,收购瑞杰科技铁塑复合带来新的利润增长点-180118",webcache\20180119\webcache-20180302224807.html,51pdf,
2018-01-19,安信证券,000488,晨鸣纸业,晨鸣纸业(000488)纸业高景气，全年业绩表现靓丽-180119,,51pdf,
2018-01-19,安信证券,600136,当代明诚,当代明诚(600136)新英体育并购进入尾声，完善赛事IP全产业链-180119,,51pdf,
2018-01-19,安信证券,300182,捷成股份,捷成股份(300182)重点关注2018年在影视内容及数字版权业务上的持续发力-180118,,51pdf,
2018-01-19,安信证券,603228,景旺电子,景旺电子(603228)业绩快报符合预期，看好未来稳健成长-180118,,51pdf,
2018-01-19,安信证券,600479,千金药业,千金药业(600479)营销改革推动公司经营持续改善，千金净雅终端销售良好上调盈利预测-180119,,51pdf,
2018-01-19,安信证券,600104,上汽集团,上汽集团(600104)业绩符合预期，产品周期或延续至19年-180119,,51pdf,
2018-01-19,安信证券,601668,中国建筑,中国建筑(601668)新签合同额规模再创新高，建筑、地产业务齐驱并进-180118,,51pdf,
2018-01-19,财通证券,600104,上汽集团,上汽集团（600104）业绩预增符合预期，汽车龙头稳健崛起-180118,,51pdf,
2018-01-19,长江证券,300498,温氏股份,温氏股份(300498)系列报告之一：如何看待公司核心竞争力？-180118,,51pdf,
2018-01-19,长江证券,601111,中国国航,中国国航(601111)运力低速扩张收官，国内国际均衡发展-180117,,51pdf,
2018-01-19,东北证券,300628,亿联网络,亿联网络（300628）业绩基本符合预期，稳步增长趋势依旧-180119,,51pdf,
2018-01-19,东方证券,601678,滨化股份,滨化股份（601678）PO高景气加新产能投放，业绩中枢有望再上台阶-180119,,51pdf,
2018-01-19,东方证券,300219,鸿利智汇,鸿利智汇（300219）限制性股权激励加强业务信心-180118,,51pdf,
2018-01-19,光大证券,600248,延长化建,延长化建（600248）重组补齐短板，业绩提速在即-180118,,51pdf,
2018-01-19,光大证券,300187,永清环保,永清环保（300187）战略收购危废，步入发展新篇章-180118,,51pdf,
2018-01-19,广发证券,002555,三七互娱,三七互娱（002555）具强竞争力，短期压力不影响未来发展-180119,,51pdf,
2018-01-19,广发证券,600711,盛屯矿业,盛屯矿业（600711）2017年业绩超预期-180119,,51pdf,
2018-01-19,国金证券,300203,聚光科技,"聚光科技(300203)环境监测景气度上行,龙头长期受益-180114",,51pdf,
2018-01-19,国金证券,300324,旋极信息,"旋极信息(300324)税控板块受政策影响,军工新增长开始发力-180114",,51pdf,
2018-01-19,国金证券,600138,中青旅,"中青旅(600138)股权划转迎估值提振,复盘景区议成长空间-180114",,51pdf,
2018-01-19,国信证券,600104,上汽集团,上汽集团（600104）2017年利润预计增长约7％，后期持续看好-180119,,51pdf,
2018-01-19,国信证券,600782,新钢股份,新钢股份（600782）深耕华东板材市场，降本增效盈利提升-180119,,51pdf,
2018-01-19,国信证券,300415,伊之密,伊之密（300415）优质模压成型设备制造商，成长趋势强-180119,,51pdf,
2018-01-19,国信证券,300187,永清环保,永清环保（300187）中标18.7亿PPP大单，助推业绩高成长-180119,,51pdf,
2018-01-19,国元证券,002174,游族网络,游族网络（002174）《天使纪元》表现良好，继续爆款手游之路-180118,,51pdf,
2018-01-19,海通证券,002787,华源控股,"华源控股(002787)公司研究报告-金属包装行业龙头,收购瑞杰科技铁塑复合带来新的利润增长点-180118",,51pdf,
2018-01-19,海通证券,002081,金螳螂,金螳螂(002081)公装复苏首获印证，业绩加速拐点已至-180118,,51pdf,
2018-01-19,申万宏源,600567,山鹰纸业,山鹰纸业(600567)17年收购标的与公司资源互补，业绩高弹性，媒体质疑不攻自破，维持买入！-180118,,51pdf,
2018-01-19,申万宏源,000858,五粮液,五粮液(000858)旺季临近经营继续向好，百千万工程开启新征程-180118,,51pdf,
2018-01-19,申万宏源,601985,中国核电,中国核电(601985)核电龙头大国重器，开启新一轮成长-180118,,51pdf,
2018-01-19,太平洋证券,002648,卫星石化,卫星石化（002648）C3龙头切入C2产业链，“C2+C3”齐头并进-180117,,51pdf,
2018-01-19,天风证券,600933,爱柯迪,爱柯迪(600933)汽车轻量化“隐形冠军”铝合金精密压铸龙头-180118,,51pdf,
2018-01-19,天风证券,000488,晨鸣纸业,晨鸣纸业(000488)2017年业绩符合预期，主营基本面有望继续上行，“维持买入评级”-180118,,51pdf,
2018-01-19,天风证券,000049,德赛电池,德赛电池(000049)迎接2018双电芯 异型电芯超级周期-180116,,51pdf,
2018-01-19,天风证券,000703,恒逸石化,"恒逸石化(000703)2018看PTA超预期,2019看文莱炼油项目贡献-180118",,51pdf,
2018-01-19,天风证券,300316,晶盛机电,晶盛机电(300316)订单超预期！拿下海外光伏大单，打开成长新空间-180118,,51pdf,
2018-01-19,天风证券,601012,隆基股份,隆基股份(601012)产业资本长期看好，强强联合拥抱成长-180119,,51pdf,
2018-01-19,天风证券,601828,美凯龙,美凯龙(601828)首次覆盖报告 家装连锁第一股 开启王者新征程-180119,,51pdf,
2018-01-19,天风证券,002180,纳思达,纳思达(002180)美国税改政策影响正面，2017年业绩有望大幅增厚-180118,,51pdf,
2018-01-19,天风证券,300661,圣邦股份,圣邦股份(300661)优质模拟芯片龙头公司扬帆起航-180118,,51pdf,
2018-01-19,天风证券,600055,万东医疗,万东医疗(600055)2017年业绩预增50%-55%，中标美年健康采购大单-180119,,51pdf,
2018-01-19,天风证券,002044,美年健康,万东医疗(600055)2017年业绩预增50%-55%，中标美年健康采购大单-180119,,51pdf,
2018-01-19,天风证券,600057,象屿股份,"象屿股份(600057)业绩继续高增长,供应链龙头起飞！-180119",,51pdf,
2018-01-19,天风证券,002304,洋河股份,洋河股份(002304)春节配额彰显增长势头，海外收购验证平台化逻辑-180116,,51pdf,
2018-01-19,天风证券,600028,中国石化,中国石化(600028)从PB ROE国际比较，看中国石化估值-180119,,51pdf,
2018-01-19,西南证券,300415,伊之密,伊之密（300415）模压设备新锐，盈利能力不断显著提升-180118,,51pdf,
2018-01-19,中泰证券,002008,大族激光,大族激光（002008）激光龙头2017完美收官，2018期待辉煌-180118,,51pdf,
2018-01-19,中泰证券,603228,景旺电子,景旺电子（603228）稳健增长，即将迎接新产能落地-180119,,51pdf,
2018-01-19,中泰证券,600491,龙元建设,龙元建设（600491）17年业绩大幅预增70％-80％，高成长趋势强劲-180119,,51pdf,
2018-01-19,中泰证券,600809,山西汾酒,山西汾酒（600809）渠道进入良性循环，省外发展有望加速-180119,,51pdf,
2018-01-19,中信建投,000968,蓝焰控股,蓝焰控股（000968）拥优势资源，享行业红利，煤层气龙头呼之欲出-180119,,51pdf,
2018-01-19,中信建投,002258,利尔化学,利尔化学（002258）草铵膦量价齐升，可转债项目再续高成长-180119,,51pdf,
2018-01-19,中信建投,300144,宋城演艺,宋城演艺（300144）签订西塘﹒中国演艺小镇项目，4.0版本产品全面启航-180119,,51pdf,
2018-01-19,中信建投,600596,新安股份,新安股份（600596）业绩符合预期，搬迁技改完成2018将迎爆发-180119,,51pdf,
2018-01-19,中信证券,600256,广汇能源,"广汇能源(600256)跟踪报告-十年轮回,广汇能源再迎业绩爆发期-180118",,51pdf,
2018-01-19,中信证券,600104,上汽集团,"上汽集团(600104)重大事项点评：业绩符合预期,持续稳健增长-180119",,51pdf,
2018-01-19,中银国际,600452,涪陵电力,涪陵电力（600452）业绩快报符合预期，连续高增长在望-180119,,51pdf,
2018-01-19,国元证券,002254,泰和新材,"推荐泰和新材:芳纶需求旺盛,氨纶低成本扩张",webcache\20180119\webcache-20180303000026.html,sina,
2018-01-19,国泰君安,002709,天赐材料,"当前中游环节去库存较为彻底,已超市场预期,随着补贴落地,整个产业链的采-产-销将随之暴动,进入新一轮的紧绷运行,我们推荐“价稳量升”逻辑鲜明、历经扩张厮杀后竞争格局稳固且的电解环节,重点推荐新宙邦、天赐材料",webcache\20180119\webcache-20180303000027.html,sina,
2018-01-19,国泰君安,300037,新宙邦,"当前中游环节去库存较为彻底,已超市场预期,随着补贴落地,整个产业链的采-产-销将随之暴动,进入新一轮的紧绷运行,我们推荐“价稳量升”逻辑鲜明、历经扩张厮杀后竞争格局稳固且的电解环节,重点推荐新宙邦、天赐材料",webcache\20180119\webcache-20180303000027.html,sina,
2018-01-19,方正证券,002041,登海种业,"   
    5.投资建议:玉米价格的上涨将带来玉米种植面积上涨的预期,推荐关注玉米种子龙头企业登海种业",webcache\20180119\webcache-20180303000027.html,sina,
2018-01-19,方正证券,002041,登海种业,"   
    5.投资建议:玉米价格的上涨将带来玉米种植面积上涨的预期,推荐关注玉米种子龙头企业登海种业",webcache\20180119\webcache-20180303000027.html,sina,
2018-01-19,方正证券,002041,登海种业,"   
    5.投资建议:玉米价格的上涨将带来玉米种植面积上涨的预期,推荐关注玉米种子龙头企业登海种业",webcache\20180119\webcache-20180303000027.html,sina,
2018-01-19,天风证券,601997,贵阳银行,"我们的投资建议是,以四大行为盾,以平安和宁波为矛,关注常熟和贵阳银行",webcache\20180119\webcache-20180303000027.html,sina,
2018-01-19,中信建投,300188,美亚柏科,"推荐美亚柏科:纵横战略拓展电子取证业务,市场空间倍增",webcache\20180119\webcache-20180303000028.html,sina,
2018-01-19,华鑫证券,601877,正泰电器,"推荐正泰电器:EPC项目再签大单,“光伏﹢低压电器”共同推动业绩稳健增长",webcache\20180119\webcache-20180303000031.html,sina,
2018-01-19,华鑫证券,601877,正泰电器,"推荐正泰电器:EPC项目再签大单,“光伏﹢低压电器”共同推动业绩稳健增长",webcache\20180119\webcache-20180303000031.html,sina,
2018-01-19,天风证券,002304,洋河股份,"推荐洋河股份:春节配额彰显增长势头,海外收购验证平台化逻辑",webcache\20180119\webcache-20180303000031.html,sina,
2018-01-19,天风证券,002304,洋河股份,"推荐洋河股份:春节配额彰显增长势头,海外收购验证平台化逻辑",webcache\20180119\webcache-20180303000031.html,sina,
2018-01-19,国泰君安,000708,大冶特钢,"推荐大冶特钢首次覆盖报告:优质特钢企业,产品结构持续升级",webcache\20180119\webcache-20180303000031.html,sina,
