2017-12-06,国联证券,002241,歌尔股份,歌尔股份(002241)从器件到整机，修筑成长新桥梁-171115,webcache\20171207\webcache-447dddd52992b0af.html,51pdf,
2017-12-06,申万宏源,603338,浙江鼎力,"浙江鼎力(603338)高空作业平台行业龙头,制造优势打开国内外市场,首次覆盖,“买入“评级-171205",webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,申万宏源,002152,广电运通,广电运通(002152)新董事长上任预示AI方向-171206,webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,海通证券,600859,王府井,"王府井(600859)中高端定位&较优业态结构,享复苏高弹性-171205",webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,海通证券,603338,浙江鼎力,"浙江鼎力(603338)携手CMEC,加速推进海外市场-171206",webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,中信证券,600298,安琪酵母,安琪酵母(600298)深度跟踪报告-这个阶段需要回答的三个问题-171206,webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,中信证券,600703,三安光电,三安光电(600703)重大事项点评：333亿投资打造全球化合物半导体龙头-171206,webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,天风证券,002174,游族网络,游族网络(002174)3-5亿自有资金回购股票彰显信心，关注超跌买点-171206,webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,天风证券,603659,璞泰来,璞泰来(603659)ATL和CATL纯正供应商，构建锂电池上游产业帝国-171205,webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,天风证券,300498,温氏股份,温氏股份(300498)生猪出栏稳定增长，基本符合预期-171205,webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,天风证券,000977,浪潮信息,浪潮信息(000977)服务器硬件供应商龙头，未来有望继续领跑智慧计算-171205,webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,天风证券,002241,歌尔股份,歌尔股份(002241)管理层终止减持，卡位智能声学及VR AR的龙头持续推荐-171205,webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,天风证券,002466,天齐锂业,天齐锂业(002466)签署投资协议 遂宁项目有望加速-171205,webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,安信证券,000038,深大通,深大通(000038)线上线下营销业务同步发展，对赌延长彰显业绩持续增长信心-171205,webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,西南证券,600535,天士力,天士力（600535）降糖药产品线扩张，慢病研发梯队形成-171206,webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,东吴证券,600703,三安光电,三安光电（600703）谋划内生产业布局，强化化合物半导体龙头地位-171205,webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,中泰证券,300679,电连技术,电连技术（300679）技术延展打造射频平台，产品线与客户扩张促爆发-171205,webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,招商证券,000887,中鼎股份,中鼎股份（000887）高管大幅增持，彰显弱市强信心-171205,webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,华创证券,000895,双汇发展,双汇发展（000895）屠宰业务高速增长，肉制品业务稳中有升-171205,webcache\20171206\webcache-42c637d792e55135.html,51pdf,
2017-12-06,中金公司,002410,广联达,广联达(002410)引领建筑信息化，云+BIM落地可期-171205,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,中金公司,601238,广汽集团,"广汽集团(601238)产品换代拖累增速,静待新车型放量-171206",webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,平安证券,601238,广汽集团,广汽集团（601238）合资与自主共振，销量亮眼-171206,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,国泰君安,002501,利源精制,"利源精制(002501)轨道车订单纷至沓来,募投新业务云开见月-171205",webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,招商证券,300197,铁汉生态,铁汉生态（300197）中标新农村建设项目，开拓新的业务领域-171205,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,招商证券,002174,游族网络,游族网络（002174）拟启动股份回购，再度彰显公司信心-171206,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,东方证券,300433,蓝思科技,蓝思科技（300433）可转债落地打开长期成长空间-171206,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,财富证券,002094,青岛金王,青岛金王（002094）：布局颜值生态圈，线上线下全渠道运营-171205,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,财富证券,603338,浙江鼎力,浙江鼎力（603338）收购美国CMEC股权，目标拓宽美国市场渠道-171204,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,太平洋证券,002493,荣盛石化,荣盛石化（002493）非公开发行股票获批，资本助力舟山大炼油项目更进一步-171204,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,国金证券,002678,珠江钢琴,珠江钢琴（002678）艾茉森国改尘埃落定，数码乐器业务蓄势待发-171205,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,国金证券,600521,华海药业,华海药业（600521）制剂出口平台突破，群集优势显现-171205,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,国金证券,600109,国金证券,中材国际（600970）国金证券发展拐点研判系列一，生产运营管理业务提供长期稳定增长来源-171205,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,国金证券,600970,中材国际,中材国际（600970）国金证券发展拐点研判系列一，生产运营管理业务提供长期稳定增长来源-171205,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,国信证券,600642,申能股份,申能股份（600642）多元化发展的地方综合能源平台-171205,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,国信证券,002672,东江环保,东江环保（002672）牵手海螺创业，强强联合开拓水泥窑协同处置-171205,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,中泰证券,300426,唐德影视,唐德影视（300426）公司高管完成增持计划，彰显对公司未来发展信心-171206,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,东吴证券,300059,东方财富,东方财富（300059）可转债核准，零售证券有望加速扩张-171205,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,西南证券,603599,广信股份,广信股份（603599）绝艺如君天下少，光气布局有成长-171204,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,西南证券,603345,安井食品,安井食品（603345）主业稳增长，强势切入小龙虾供应链优势巨大-171204,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,招商证券,600705,中航资本,中航资本（600705）乘军民融合之风扬帆起航-171206,webcache\20171206\webcache-7d37d72fd340c493.html,51pdf,
2017-12-06,中信建投,002831,裕同科技,裕同科技（002831）业绩底部，加码烟标及消费电子包装主业-171205,webcache\20171206\webcache-1d34ba437e3423e9.html,51pdf,
2017-12-06,华泰证券,000636,风华高科,风华高科（000636）不为涨价遮望眼，只缘身在改革中-171205,webcache\20171206\webcache-1d34ba437e3423e9.html,51pdf,
2017-12-06,华泰证券,300338,开元股份,开元股份（300338）职教白马高成长，投资价值凸显-171206,webcache\20171206\webcache-1d34ba437e3423e9.html,51pdf,
2017-12-06,东方证券,002493,荣盛石化,荣盛石化（002493）18年中金石化PX盈利有望大幅提升-171205,webcache\20171206\webcache-1d34ba437e3423e9.html,51pdf,
2017-12-06,东方证券,300078,思创医惠,思创医惠（300078）投资杭州琅玕科技布局睡眠健康，增资孙公司加强区域开拓力度-171205,webcache\20171206\webcache-1d34ba437e3423e9.html,51pdf,
2017-12-06,东方证券,600703,三安光电,三安光电（600703）签署合作协议，七大项目蓄势待发-171205,webcache\20171206\webcache-1d34ba437e3423e9.html,51pdf,
2017-12-06,安信证券,000038,深大通,深大通(000038)线上线下营销业务同步发展，对赌延长彰显业绩持续增长信心-171205,,51pdf,
2017-12-06,长江证券,002493,荣盛石化,荣盛石化(002493)定增过会，助力大炼化项目顺利推进-171205,,51pdf,
2017-12-06,东方证券,300433,蓝思科技,蓝思科技（300433）可转债落地打开长期成长空间-171206,,51pdf,
2017-12-06,东方证券,002493,荣盛石化,荣盛石化（002493）18年中金石化PX盈利有望大幅提升-171205,,51pdf,
2017-12-06,东方证券,600703,三安光电,三安光电（600703）签署合作协议，七大项目蓄势待发-171205,,51pdf,
2017-12-06,东方证券,600779,水井坊,水井坊（600779）新总代+核心终端建设推动渠道扁平化，结构升级尽享次高端扩容增长-171206,,51pdf,
2017-12-06,东方证券,300078,思创医惠,思创医惠（300078）投资杭州琅玕科技布局睡眠健康，增资孙公司加强区域开拓力度-171205,,51pdf,
2017-12-06,东吴证券,300059,东方财富,东方财富（300059）可转债核准，零售证券有望加速扩张-171205,,51pdf,
2017-12-06,东吴证券,600703,三安光电,三安光电（600703）谋划内生产业布局，强化化合物半导体龙头地位-171205,,51pdf,
2017-12-06,国海证券,002798,帝王洁具,帝王洁具（002798）深度报告：布局瓷砖领域，“大卫浴”模式发展可期-171206,,51pdf,
2017-12-06,国海证券,603517,绝味食品,绝味食品（603517）深度报告：休闲卤制品龙头，规模优势降本提效-171206,,51pdf,
2017-12-06,国金证券,600109,国金证券,中材国际（600970）国金证券发展拐点研判系列一，生产运营管理业务提供长期稳定增长来源-171205,,51pdf,
2017-12-06,国金证券,600970,中材国际,中材国际（600970）国金证券发展拐点研判系列一，生产运营管理业务提供长期稳定增长来源-171205,,51pdf,
2017-12-06,国金证券,002678,珠江钢琴,珠江钢琴（002678）艾茉森国改尘埃落定，数码乐器业务蓄势待发-171205,,51pdf,
2017-12-06,国信证券,002672,东江环保,东江环保（002672）牵手海螺创业，强强联合开拓水泥窑协同处置-171205,,51pdf,
2017-12-06,国信证券,601155,新城控股,新城控股（601155）再度上调盈利预测，维持买入评级-171205,,51pdf,
2017-12-06,海通证券,600048,保利地产,保利地产(600048)收购保利香港股权-确立主要开发平台，开启新一轮成长-171204,,51pdf,
2017-12-06,海通证券,600859,王府井,"王府井(600859)中高端定位&较优业态结构,享复苏高弹性-171205",,51pdf,
2017-12-06,海通证券,603338,浙江鼎力,"浙江鼎力(603338)携手CMEC,加速推进海外市场-171206",,51pdf,
2017-12-06,华泰证券,000636,风华高科,风华高科（000636）不为涨价遮望眼，只缘身在改革中-171205,,51pdf,
2017-12-06,华泰证券,300338,开元股份,开元股份（300338）职教白马高成长，投资价值凸显-171206,,51pdf,
2017-12-06,联讯证券,601595,上海电影,鹿港文化（601595）带量突破创半年新高，基本面技渐入佳境-171206,,51pdf,
2017-12-06,联讯证券,601599,鹿港文化,鹿港文化（601595）带量突破创半年新高，基本面技渐入佳境-171206,,51pdf,
2017-12-06,申万宏源,002152,广电运通,广电运通(002152)新董事长上任预示AI方向-171206,,51pdf,
2017-12-06,申万宏源,603338,浙江鼎力,"浙江鼎力(603338)高空作业平台行业龙头,制造优势打开国内外市场,首次覆盖,“买入“评级-171205",,51pdf,
2017-12-06,太平洋证券,002493,荣盛石化,荣盛石化（002493）非公开发行股票获批，资本助力舟山大炼油项目更进一步-171204,,51pdf,
2017-12-06,天风证券,002460,赣锋锂业,赣锋锂业(002460)迎接固态锂电池的商业化-171206,,51pdf,
2017-12-06,天风证券,002241,歌尔股份,歌尔股份(002241)管理层终止减持，卡位智能声学及VR AR的龙头持续推荐-171205,,51pdf,
2017-12-06,天风证券,000977,浪潮信息,浪潮信息(000977)服务器硬件供应商龙头，未来有望继续领跑智慧计算-171205,,51pdf,
2017-12-06,天风证券,603659,璞泰来,璞泰来(603659)ATL和CATL纯正供应商，构建锂电池上游产业帝国-171205,,51pdf,
2017-12-06,天风证券,600703,三安光电,三安光电(600703)5G时代化合物半导体龙头，产业布局静候行业爆发-171206,,51pdf,
2017-12-06,天风证券,002273,水晶光电,水晶光电(002273)完成三期员工持股，AR助力发展-171206,,51pdf,
2017-12-06,天风证券,002466,天齐锂业,天齐锂业(002466)签署投资协议 遂宁项目有望加速-171205,,51pdf,
2017-12-06,天风证券,300498,温氏股份,温氏股份(300498)生猪出栏稳定增长，基本符合预期-171205,,51pdf,
2017-12-06,天风证券,600338,西藏珠峰,"西藏珠峰(600338)拟联合收购境外优质盐湖资产,新锂业巨头或诞生-171206",,51pdf,
2017-12-06,天风证券,002174,游族网络,游族网络(002174)3-5亿自有资金回购股票彰显信心，关注超跌买点-171206,,51pdf,
2017-12-06,西南证券,603345,安井食品,安井食品（603345）主业稳增长，强势切入小龙虾供应链优势巨大-171204,,51pdf,
2017-12-06,西南证券,603599,广信股份,广信股份（603599）绝艺如君天下少，光气布局有成长-171204,,51pdf,
2017-12-06,西南证券,600535,天士力,天士力（600535）降糖药产品线扩张，慢病研发梯队形成-171206,,51pdf,
2017-12-06,浙商证券,600703,三安光电,三安光电(600703)拟333亿投资现在与未来-171205,,51pdf,
2017-12-06,中泰证券,300679,电连技术,电连技术（300679）技术延展打造射频平台，产品线与客户扩张促爆发-171205,,51pdf,
2017-12-06,中泰证券,300426,唐德影视,唐德影视（300426）公司高管完成增持计划，彰显对公司未来发展信心-171206,,51pdf,
2017-12-06,中泰证券,000039,中集集团,中集集团（000039）拟将空港设备业务注入中国消防预计公司产业聚集、战略整合将提速-171206,,51pdf,
2017-12-06,中信建投,002672,东江环保,东江环保（002672）与海螺创业签署合作协议，强势布局水泥窑协同处置-171206,,51pdf,
2017-12-06,中信建投,600535,天士力,天士力（600535）积极布局创新孤儿药，有望分享海内外收益-171205,,51pdf,
2017-12-06,中信建投,000967,盈峰环境,盈峰环境（000967）PPP大单落地湖北，看好业绩加速释放-171205,,51pdf,
2017-12-06,中信建投,002831,裕同科技,裕同科技（002831）业绩底部，加码烟标及消费电子包装主业-171205,,51pdf,
2017-12-06,中信证券,600298,安琪酵母,安琪酵母(600298)深度跟踪报告-这个阶段需要回答的三个问题-171206,,51pdf,
2017-12-06,中信证券,600703,三安光电,三安光电(600703)重大事项点评：333亿投资打造全球化合物半导体龙头-171206,,51pdf,
2017-12-06,中信证券,600138,中青旅,中青旅(600138)实际控制人变更确定但待审批-171205,,51pdf,
2017-12-06,中银国际,002139,拓邦股份,拓邦股份（002139）短期调整不改智控龙头中长期核心价值-171206,,51pdf,
2017-12-06,中银国际,600643,爱建集团,"   
    信托:11月份信托板块,安信信托、中航资本、经纬纺机、陕国投A和爱建集团分别上涨-1",webcache\20171206\webcache-1cda23bda3f5b8e3.html,sina,
2017-12-06,中银国际,600705,中航资本,"   
    信托:11月份信托板块,安信信托、中航资本、经纬纺机、陕国投A和爱建集团分别上涨-1",webcache\20171206\webcache-1cda23bda3f5b8e3.html,sina,
2017-12-06,中银国际,600816,安信信托,"   
    信托:11月份信托板块,安信信托、中航资本、经纬纺机、陕国投A和爱建集团分别上涨-1",webcache\20171206\webcache-1cda23bda3f5b8e3.html,sina,
2017-12-06,中银国际,000563,陕国投A,"   
    信托:11月份信托板块,安信信托、中航资本、经纬纺机、陕国投A和爱建集团分别上涨-1",webcache\20171206\webcache-1cda23bda3f5b8e3.html,sina,
2017-12-06,中银国际,000666,经纬纺机,"   
    信托:11月份信托板块,安信信托、中航资本、经纬纺机、陕国投A和爱建集团分别上涨-1",webcache\20171206\webcache-1cda23bda3f5b8e3.html,sina,
2017-12-06,中信建投,000858,五粮液,"未来公司业绩增长主要看两个方面,一是产品价格提升,二是消费升级和公司主动开拓市场带动次高端、中端产品销量提高,青花系列与茅台、五粮液等产品的价格将会缩小,有助于在消费者中塑造青花系列高端白酒的形象,结合公司开拓市场的力度,产品有望出现价量齐升的繁荣景象",webcache\20171206\webcache-35e19314cbc07207.html,sina,
2017-12-06,中信建投,600809,山西汾酒,"推荐山西汾酒:短暂停货调整结构,未来业绩值得期待",webcache\20171206\webcache-35e19314cbc07207.html,sina,
2017-12-06,国信证券,600309,万华化学,"   
    投资主线一:沿产业链投资油价上涨最受益的环节   
    在原油价格中枢上移的趋势下,除了石油勘探开采环节直接受益外,石化产业链上游产品的价格传导相对更为容易,化工原料生产企业的盈利改善更为明显,可以重点关注与石油炼化直接相关的丙烯酸(卫星石化)、MDI(万华化学,)、PTA-涤纶(恒力股份)等产业链及相关龙头企业",webcache\20171206\webcache-595ef8400e561ed3.html,sina,
2017-12-06,国信证券,600346,恒力股份,"   
    投资主线一:沿产业链投资油价上涨最受益的环节   
    在原油价格中枢上移的趋势下,除了石油勘探开采环节直接受益外,石化产业链上游产品的价格传导相对更为容易,化工原料生产企业的盈利改善更为明显,可以重点关注与石油炼化直接相关的丙烯酸(卫星石化)、MDI(万华化学,)、PTA-涤纶(恒力股份)等产业链及相关龙头企业",webcache\20171206\webcache-595ef8400e561ed3.html,sina,
2017-12-06,国信证券,002648,卫星石化,"   
    投资主线一:沿产业链投资油价上涨最受益的环节   
    在原油价格中枢上移的趋势下,除了石油勘探开采环节直接受益外,石化产业链上游产品的价格传导相对更为容易,化工原料生产企业的盈利改善更为明显,可以重点关注与石油炼化直接相关的丙烯酸(卫星石化)、MDI(万华化学,)、PTA-涤纶(恒力股份)等产业链及相关龙头企业",webcache\20171206\webcache-595ef8400e561ed3.html,sina,
2017-12-06,国信证券,600309,万华化学,"   
    投资主线一:沿产业链投资油价上涨最受益的环节   
    在原油价格中枢上移的趋势下,除了石油勘探开采环节直接受益外,石化产业链上游产品的价格传导相对更为容易,化工原料生产企业的盈利改善更为明显,可以重点关注与石油炼化直接相关的丙烯酸(卫星石化)、MDI(万华化学,)、PTA-涤纶(恒力股份)等产业链及相关龙头企业",webcache\20171206\webcache-595ef8400e561ed3.html,sina,
2017-12-06,国信证券,600346,恒力股份,"   
    投资主线一:沿产业链投资油价上涨最受益的环节   
    在原油价格中枢上移的趋势下,除了石油勘探开采环节直接受益外,石化产业链上游产品的价格传导相对更为容易,化工原料生产企业的盈利改善更为明显,可以重点关注与石油炼化直接相关的丙烯酸(卫星石化)、MDI(万华化学,)、PTA-涤纶(恒力股份)等产业链及相关龙头企业",webcache\20171206\webcache-595ef8400e561ed3.html,sina,
2017-12-06,国信证券,002648,卫星石化,"   
    投资主线一:沿产业链投资油价上涨最受益的环节   
    在原油价格中枢上移的趋势下,除了石油勘探开采环节直接受益外,石化产业链上游产品的价格传导相对更为容易,化工原料生产企业的盈利改善更为明显,可以重点关注与石油炼化直接相关的丙烯酸(卫星石化)、MDI(万华化学,)、PTA-涤纶(恒力股份)等产业链及相关龙头企业",webcache\20171206\webcache-595ef8400e561ed3.html,sina,
2017-12-06,国信证券,600309,万华化学,"   
    投资主线一:沿产业链投资油价上涨最受益的环节   
    在原油价格中枢上移的趋势下,除了石油勘探开采环节直接受益外,石化产业链上游产品的价格传导相对更为容易,化工原料生产企业的盈利改善更为明显,可以重点关注与石油炼化直接相关的丙烯酸(卫星石化)、MDI(万华化学,)、PTA-涤纶(恒力股份)等产业链及相关龙头企业",webcache\20171206\webcache-595ef8400e561ed3.html,sina,
2017-12-06,国信证券,600346,恒力股份,"   
    投资主线一:沿产业链投资油价上涨最受益的环节   
    在原油价格中枢上移的趋势下,除了石油勘探开采环节直接受益外,石化产业链上游产品的价格传导相对更为容易,化工原料生产企业的盈利改善更为明显,可以重点关注与石油炼化直接相关的丙烯酸(卫星石化)、MDI(万华化学,)、PTA-涤纶(恒力股份)等产业链及相关龙头企业",webcache\20171206\webcache-595ef8400e561ed3.html,sina,
2017-12-06,国信证券,002648,卫星石化,"   
    投资主线一:沿产业链投资油价上涨最受益的环节   
    在原油价格中枢上移的趋势下,除了石油勘探开采环节直接受益外,石化产业链上游产品的价格传导相对更为容易,化工原料生产企业的盈利改善更为明显,可以重点关注与石油炼化直接相关的丙烯酸(卫星石化)、MDI(万华化学,)、PTA-涤纶(恒力股份)等产业链及相关龙头企业",webcache\20171206\webcache-595ef8400e561ed3.html,sina,
2017-12-06,国信证券,600352,浙江龙盛,推荐关注钛白粉(龙蟒佰利)、氯碱(中泰化学)、粘胶(三友化工)、染料(浙江龙盛、闰土股份)等子行业,webcache\20171206\webcache-595ef8400e561ed3.html,sina,
