2017-12-18,新时代证券     ,603799,华友钴业 ,华友钴业（603799）量价齐升，钴龙头继续发力-171214                                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p380/                                                          ,51pdf,
2017-12-18,海通证券      ,002511,中顺洁柔 ,中顺洁柔(002511)与共享纸巾战略合作，渠道扩张再下一城-171218                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,申万宏源      ,002741,光华科技 ,"光华科技(002741)1.73亿员工持股完成,未来着力打造正极材料第二主业-171218"                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,海通证券      ,300347,泰格医药 ,"泰格医药(300347)减持完毕,国际化拓展持续推进,有望开启公司长线增长逻辑-171218"                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,渤海证券      ,002783,凯龙股份 ,凯龙股份（002783）调研简报：主业发展稳定，新产业布局即将成型-171215                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,华鑫证券      ,002923,润都股份 ,润都股份（002923）新股询价定价报告-171218                                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,国信证券      ,600050,中国联通 ,中国联通（600050）开支压力短期减小，员工持股促长期发展-171218                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p381/                                                          ,51pdf,
2017-12-18,中信建投      ,603776,永安行  ,永安行（603776）有桩主业增长强劲，巨头合作增厚EPS-171218                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,华创证券      ,600438,通威股份 ,通威股份（600438）发布可转债、员工持股计划，助力公司光伏业务加速扩张-171218                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,华创证券      ,300383,光环新网 ,光环新网（300383）西云数据与光环新网合作，携手亚马逊AWS开拓中国云计算市场-171218                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,海通证券      ,600862,中航高科 ,中航高科(600862)大尺寸蜂窝生产线建成奠定进入全球民机市场基础，关注军机复材与高铁刹车片发展-171217                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,国泰君安      ,002511,中顺洁柔 ,中顺洁柔(002511)渠道产能阔步推进，业绩高增长将持续-171218                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,中金公司      ,601233,桐昆股份 ,桐昆股份(601233)行业景气高位与产能扩张推动业绩增长-171218                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,中信证券      ,600188,兖州煤业 ,"兖州煤业(600188)更新增发预案点评：内外兼修有成,产量增速亮眼-171218"                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,中信证券      ,000858,五粮液  ,"五粮液(000858)调研快报：进击加速,曙光日盛；内外兼修,三年千亿-171218"                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,联讯证券      ,300468,四方精创 ,四方精创（300468）银行IT外包需求增长，区块链外延多点开花-171218                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,中信建投      ,300021,大禹节水 ,大禹节水（300021）与定西市政府签署框架协议，业务领域持续拓展-171218                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,西南证券      ,600352,浙江龙盛 ,浙江龙盛（600352）关注间苯二酚盈利能力的提升-171218                                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,国联证券      ,600688,上海石化 ,上海石化（600688）低油价炼油收益丰厚，四季度库存收益助业绩提升-171218                                                                                                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,国海证券      ,300212,易华录  ,易华录（300212）数据湖大单落地，转型升级迈入新阶段-171218                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,招商证券      ,600986,科达股份 ,科达股份（600986）再推股权激励方案，加强对核心团队的绑定-171217                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,联讯证券      ,300078,思创医惠 ,思创医惠（300078）完整产业链布局，内生外延助力企业高速发展-171218                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,中泰证券      ,600188,兖州煤业 ,兖州煤业（600188）煤炭行业中的“成长股”-171218                                                                                                                                                                                                                                                                                                                              ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,国信证券      ,300212,易华录  ,易华录（300212）中标华东数据湖，打造基于数据的智慧城市运营商-171218                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,东兴证券      ,600038,中直股份 ,中直股份（600038）直20量产在即，拥抱行业龙头-171218                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,东北证券      ,002371,北方华创 ,北方华创（002371）半导体设备高壁垒带动高研发投入，国家意志大力支持-171218                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p382/                                                          ,51pdf,
2017-12-18,东北证券      ,600029,南方航空 ,南方航空（600029）淡季不淡，客座率同比大幅提升-171218                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,国信证券      ,601933,永辉超市 ,永辉超市（601933）生鲜龙头，创新提速，腾讯入股助力新零售-171218                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,国信证券      ,002419,天虹股份 ,天虹股份（002419）数字化、多业态并进，体验式新零售典范-171218                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,东吴证券      ,002258,利尔化学 ,利尔化学（002258）吡啶氯化仍有延展性，草铵膦打开空间-171217                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,东北证券      ,000418,小天鹅A ,小天鹅A（000418）成长仍可延续，盈利能力将加速提升-171218                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,东北证券      ,300690,双一科技 ,双一科技（300690）风电机舱罩龙头，受益风电景气回升-171218                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,东北证券      ,601318,中国平安 ,中国平安（601318）金融科技打开盈利和价值增长点-171218                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,东北证券      ,601111,中国国航 ,中国国航（601111）供需改善向好，客座率同比提升-171218                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,申万宏源      ,600143,金发科技 ,"金发科技(600143)毛利率触底回升,业绩环比明显改善,新材料业务步入快速成长期-171215"                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,申万宏源      ,000703,恒逸石化 ,"恒逸石化(000703)PTA-聚酯景气向上推动业绩高增长,涉足炼化及双“纶“驱动,开拓千亿新征程-171215"                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,海通证券      ,000552,靖远煤电 ,"靖远煤电(000552)甘肃优质煤企,期待国改推进-171218"                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,海通证券      ,600642,申能股份 ,"申能股份(600642)产业链完整,业务结构多样化的综合能源供应商-171218"                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,海通证券      ,600984,建设机械 ,"建设机械(600984)装配式建筑加速推进,庞源租赁打开成长-171218"                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,海通证券      ,002236,大华股份 ,"大华股份(002236)系列研究(九)：3.0时代新定位,拥抱智慧物联网-171217"                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,中信证券      ,002244,滨江集团 ,"滨江集团(002244)投资价值分析报告-杭州本地龙头,探索长租业务-171218"                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,国泰君安      ,601933,永辉超市 ,永辉超市(601933)牵手腾讯+股权激励开启再次腾飞之路-171217                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,国泰君安      ,300716,国立科技 ,国立科技(300716)深耕环保改性材料，品牌、技术优势显著-171218                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,国泰君安      ,000728,国元证券 ,"国元证券(000728)携手京东金融,开启公司科技金融新篇章-171217"                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,招商证券      ,002261,拓维信息 ,拓维信息（002261）与华为携手同舟共济，公有云助力业务发展-171217                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,招商证券      ,600056,中国医药 ,中国医药（600056）西藏中健即将投入运营 工商业经营持续提升-171218                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p383/                                                          ,51pdf,
2017-12-18,中银国际      ,600438,通威股份 ,通威股份（600438）可转债加码硅料，员工持股显信心-171218                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p384/                                                          ,51pdf,
2017-12-18,中银国际      ,300244,迪安诊断 ,迪安诊断（300244）转让杭州意峥部分股权，加快推动博圣生物上市-171215                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p384/                                                          ,51pdf,
2017-12-18,中泰证券      ,600461,洪城水业 ,洪城水业（600461）高管增持激发活力，国改进一步深化-171216                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p384/                                                          ,51pdf,
2017-12-18,中泰证券      ,600986,科达股份 ,科达股份（600986）股权激励绑定长期利益，整合大步迈进-171217                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p384/                                                          ,51pdf,
2017-12-18,中泰证券      ,002511,中顺洁柔 ,中顺洁柔（002511）牵手共享纸巾，一路前行-171217                                                                                                                                                                                                                                                                                                                              ,http://www.51pdf.com.cn/report_gg_p384/                                                          ,51pdf,
2017-12-18,联讯证券      ,300011,鼎汉技术 ,鼎汉技术（300011）调研报告-171218                                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p384/                                                          ,51pdf,
2017-12-18,华泰证券      ,600115,东方航空 ,东方航空（600115）客座率大幅改善，2018年值得期待-171217                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p384/                                                          ,51pdf,
2017-12-18,华泰证券      ,600346,恒力股份 ,恒力股份（600346）定增获通过，炼化项目加速推进-171215                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p384/                                                          ,51pdf,
2017-12-18,华泰证券      ,002182,云海金属 ,云海金属（002182）坏时刻消逝中，轻量化大格局稳步推进-171217                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p384/                                                          ,51pdf,
2017-12-18,方正证券      ,300212,易华录  ,易华录（300212）连续预中标大项目，公司走上成长快车道-171217                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p384/                                                          ,51pdf,
2017-12-18,方正证券      ,002427,ST尤夫 ,尤夫股份（002427）进军新能源汽车动力电池产业，双主业齐头并进-171214                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p384/                                                          ,51pdf,
2017-12-18,招商证券      ,002640,跨境通  ,跨境通（002640）发行可转债加强仓储及产业园建设 巩固长期运营实力-171217                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p384/                                                          ,51pdf,
2017-12-18,国信证券      ,600438,通威股份 ,通威股份（600438）持股计划彰显高管信心-171218                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p384/                                                          ,51pdf,
2017-12-18,国信证券      ,600521,华海药业 ,华海药业（600521）海外制剂转报国内逻辑证实，一致性评价助力弯道超车-171218                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p384/                                                          ,51pdf,
2017-12-18,光大证券      ,601933,永辉超市 ,永辉超市（601933）腾讯入股，线上线下融合有望加速-171215                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p384/                                                          ,51pdf,
2017-12-18,国联证券      ,600346,恒力股份 ,恒力股份（600346）重组获有条件通过，民营炼化巨头扬帆起航-171214                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p384/                                                          ,51pdf,
2017-12-18,国元证券      ,600984,建设机械 ,建设机械（600984）塔吊租赁龙头，受益装配式建筑快速增长-171215                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p384/                                                          ,51pdf,
