2017-12-21,梧桐理想,300024,机器人,朗驰欣创(838035)巡检机器人领先企业，不断拓展应用领域-171208,webcache\20171222\webcache-20180302225119.html,51pdf,
2017-12-21,天风证券,600745,闻泰科技,闻泰科技(600745)地产业务剥离，股权结构理顺-171221,webcache\20171221\webcache-20180302225120.html,51pdf,
2017-12-21,天风证券,600201,生物股份,生物股份(600201)猪口蹄疫新兽药落地，“英雄”锦上又添花-171221,webcache\20171221\webcache-20180302225120.html,51pdf,
2017-12-21,浙商证券,002001,新和成,新和成(002001)维生素产品价格上行，迎来业绩爆发期-171219,webcache\20171221\webcache-20180302225120.html,51pdf,
2017-12-21,浙商证券,600029,南方航空,南方航空(600029)17年11月份运营数据点评：淡季不淡，国内线客座率同比正增长-171220,webcache\20171221\webcache-20180302225120.html,51pdf,
2017-12-21,信达证券,603197,保隆科技,保隆科技（603197）深度报告：传统部件龙头卡位+汽车电子添增量空间-171221,webcache\20171221\webcache-20180302225120.html,51pdf,
2017-12-21,申万宏源,000599,青岛双星,青岛双星(000599)成立轮胎供给侧改革基金，立足广饶县轮胎行业整合-171221,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,中信证券,600201,生物股份,"生物股份(600201)重大事项点评：猪O-A双价苗获批,龙头地位进一步夯实-171221",webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,华金证券,300166,东方国信,东方国信(300166)大数据战略持续推进，工业应用有望快速增长-171220,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,国海证券,002373,千方科技,千方科技（002373）调研简报：拟并购宇视科技，布局安防领域-171221,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,财富证券,600305,恒顺醋业,恒顺醋业（600305）百年恒顺再上新阶-171220,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,国海证券,300456,耐威科技,耐威科技（300456）动态点评：三大支柱产业驱动发展，募投项目助力业务升级-171221,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,东兴证券,601238,广汽集团,广汽集团（601238）公司事件点评：股权激励获批，未来增长可期-171219,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,太平洋证券,300054,鼎龙股份,鼎龙股份（300054）抛光垫通过客户验证，集成电路业务将获长足发展-171220,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,太平洋证券,300596,利安隆,利安隆（300596）常山科润扩建产能，提升核心产品优势地位-171220,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,太平洋证券,000895,双汇发展,双汇发展（000895）穿越周期的龙头，景气提升业绩改善-171214,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,太平洋证券,601377,兴业证券,兴业证券（601377）拟定增80亿扩大自营和信用业务规模点评-171220,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,国联证券,002557,洽洽食品,洽洽食品（002557）拟参股三瑞农科，推动产业链协同-171220,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,国泰君安,600201,生物股份,"生物股份(600201)斩获O-A苗新兽药证书,龙头优势再加强-171221",webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,国泰君安,300296,利亚德,利亚德(300296) 定增批文如期落地 “减负“上阵迎接明年-171221,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,平安证券,300271,华宇软件,华宇软件（300271）与阿里云合作，助力公司业务发展-171221,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,西南证券,600201,生物股份,生物股份（600201）猪用O、A二价苗获批，为公司业绩更添助力-171221,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,国海证券,600702,舍得酒业,沱牌舍得（600702）事件点评：聚焦次高端，产品结构优化-171221,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,国海证券,600176,中国巨石,中国巨石（600176）动态研究：玻纤行业高度景气，龙头企业持续扩大竞争优势-171221,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,渤海证券,601689,拓普集团,拓普集团（601689）深度报告：具备全球格局且紧跟行业趋势的优质NVH配套商-171221,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,西南证券,603027,千禾味业,千禾味业（603027）后起之秀，初露锋芒-171220,webcache\20171221\webcache-20180302225122.html,51pdf,
2017-12-21,长江证券,600521,华海药业,"华海药业(600521)再获优审公示,海外回归品种开始形成梯队-171220",webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,招商证券,300144,宋城演艺,宋城演艺（300144）终止定增计划，底部配置机会显现-171219,webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,中金公司,603111,康尼机电,"康尼机电(603111)收购龙昕,为虎添翼-171221",webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,财通证券,603997,继峰股份,继峰股份（603997）3亿投资重庆生产基地，匹配订单高增长-171220,webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,财通证券,300347,泰格医药,泰格医药（300347）行业景气政策加持，成本优势明显-171219,webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,东吴证券,600567,山鹰纸业,山鹰纸业（600567）外延发展再下一城，持续成长性凸显-171221,webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,方正证券,600741,华域汽车,华域汽车（600741）正走向前台的新能源汽车核心动力总成巨头-171218,webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,方正证券,603197,保隆科技,保隆科技（603197）最新观察五，TPMS业务爆发增长，结构件未来接力TPMS-171218,webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,方正证券,600104,上汽集团,上汽集团（600104）一路领先，精准布局SUV、MPV市场-171218,webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,方正证券,600201,生物股份,生物股份（600201）获得口蹄疫疫苗新兽药证书，龙头地位更加稳固-171221,webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,方正证券,603040,新坐标,新坐标（603040）新产品带来新气象-171218,webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,方正证券,600805,悦达投资,悦达投资（600805）起亚开始逐步好转-171218,webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,方正证券,600081,东风科技,东风科技（600081）最新观察六，静待神龙汽车复苏-171218,webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,广发证券,600567,山鹰纸业,"山鹰纸业(600567)现金收购联盛纸业,增量产能奠定成长基础-171221",webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,国泰君安,600600,青岛啤酒,"青岛啤酒(600600)公司更新报告-复星拟接棒朝日成为青啤二股东,长期协同效应可期-171221",webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,国泰君安,300145,中金环境,中金环境(300145)订单点评：-华帆再下一单，业绩预期收敛将触发估值修复-171221,webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,中金公司,600600,青岛啤酒,青岛啤酒(600600)先挤泡沫，再谈未来-171220,webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,中金公司,002081,金螳螂,金螳螂(002081)公装稳健增长，家装快速放量-171220,webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,中金公司,002572,索菲亚,索菲亚(002572)多管齐下强化护城河优势，定制龙头畅享盛宴-171220,webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,中金公司,002635,安洁科技,安洁科技(002635)内外部功能件领先企业-171220,webcache\20171221\webcache-20180302225123.html,51pdf,
2017-12-21,中金公司,002681,奋达科技,奋达科技(002681)苹果金属件、智能音箱驱动高成长-171220,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,中金公司,600426,华鲁恒升,华鲁恒升(600426)低成本煤化工平台，中长期仍具良好成长性-171220,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,中金公司,600015,华夏银行,华夏银行(600015)更加重视发展质量，希望延续积极化解不良的趋势-171220,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,中金公司,601766,中国中车,中国中车(601766)资产整合，效率提升-171221,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,天风证券,002078,太阳纸业,太阳纸业(002078)可转债落地，维持“买入”评级-171220,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,海通证券,603708,家家悦,"家家悦(603708)公司调研简报-核心竞争力强,2018年步入加速成长期-171221",webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,海通证券,000063,中兴通讯,"中兴通讯(000063)公司跟踪报告-微电子业务加速发力,5G＋物联网发展提速-171221",webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,长城证券,601058,赛轮金宇,赛轮金宇（601058）副董事长增持公司股份，彰显未来发展信心-171220,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,招商证券,000807,云铝股份,云铝股份（000807）涨幅回吐几尽 高增长值得逢低入场-171220,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,财富证券,300113,顺网科技,顺网科技（300113）动态点评：合作共享，共筑电竞-171221,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,上海证券,603080,新疆火炬,新疆火炬（603080）喀什地区燃气供应商-171221,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,方正证券,002284,亚太股份,亚太股份（002284）参与设立国汽研究院，前瞻技术创新-171219,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,方正证券,000039,中集集团,中集集团（000039）定增恢复审查，募资60亿促进业务发展-171220,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,招商证券,002416,爱施德,爱施德（002416）向多家子公司提供信贷担保，为后续发展积蓄能量-171219,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,招商证券,002174,游族网络,游族网络（002174）定增落地如虎添翼，大IP+全球化战略深入推进-171220,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,招商证券,002557,洽洽食品,洽洽食品（002557）新品崭露头角，期待来年突破-171221,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,招商证券,300638,广和通,广和通（300638）中移动和对讲联盟唯一模组合作伙伴， 拓展智慧政企行业渠道-171219,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,招商证券,600160,巨化股份,巨化股份（600160）联手大基金打造国内电子材料龙头-171220,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,国金证券,600761,安徽合力,安徽合力（600761）销量高增长保障业绩，参与改革基金提升估值-171220,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,国海证券,600346,恒力股份,恒力股份（600346）事件点评：重组过会，大炼化一体化值得期待-171220,webcache\20171221\webcache-20180302225124.html,51pdf,
2017-12-21,华创证券,000525,红太阳,红太阳（000525）全球吡啶产业龙头，卡位优势显著，无惧百草枯禁用-171220,webcache\20171221\webcache-20180302225126.html,51pdf,
2017-12-21,华创证券,002430,杭氧股份,杭氧股份（002430）设立江西气体子公司，工业气体业务持续扩张-171220,webcache\20171221\webcache-20180302225126.html,51pdf,
2017-12-21,中泰证券,600885,宏发股份,宏发股份（600885）二股东减持计划已完成过半，公司经营趋势持续向好-171220,webcache\20171221\webcache-20180302225126.html,51pdf,
2017-12-21,中泰证券,600196,复星医药,复星医药（600196）从生物类似药到创新型单抗全面开花-171221,webcache\20171221\webcache-20180302225126.html,51pdf,
2017-12-21,东方证券,002042,华孚时尚,华孚时尚（002042）“色纺纱产能扩张+订单优化+网链业务高增长”将带动公司盈利持续快速提升-171220,webcache\20171221\webcache-20180302225126.html,51pdf,
2017-12-21,国金证券,600887,伊利股份,伊利股份（600887）豆奶新品发布，健康战略持续推进-171220,webcache\20171221\webcache-20180302225126.html,51pdf,
2017-12-21,国海证券,300695,兆丰股份,兆丰股份（300695）动态研究：专注汽车轮毂轴承，深耕海外布局国内OEM-171220,webcache\20171221\webcache-20180302225126.html,51pdf,
2017-12-21,国开证券,002020,京新药业,京新药业（002020）普拉克索纳入优先审评，精神神经产品线持续丰富-171219,webcache\20171221\webcache-20180302225126.html,51pdf,
2017-12-21,安信证券,600201,生物股份,生物股份(600201)OA双价苗获批新兽药，有望继续巩固公司龙头地位！-171221,,51pdf,
2017-12-21,财通证券,300009,安科生物,安科生物（300009）生长激素水针拟优先审评，快速增长放量-171220,,51pdf,
2017-12-21,财通证券,300347,泰格医药,泰格医药（300347）行业景气政策加持，成本优势明显-171219,,51pdf,
2017-12-21,长江证券,600521,华海药业,"华海药业(600521)再获优审公示,海外回归品种开始形成梯队-171220",,51pdf,
2017-12-21,东北证券,002110,三钢闽光,三钢闽光（002110）高毛利率建材龙头，并购三安钢铁增厚利润-171221,,51pdf,
2017-12-21,东方证券,002042,华孚时尚,华孚时尚（002042）“色纺纱产能扩张+订单优化+网链业务高增长”将带动公司盈利持续快速提升-171220,,51pdf,
2017-12-21,广发证券,600567,山鹰纸业,"山鹰纸业(600567)现金收购联盛纸业,增量产能奠定成长基础-171221",,51pdf,
2017-12-21,国海证券,600346,恒力股份,恒力股份（600346）事件点评：重组过会，大炼化一体化值得期待-171220,,51pdf,
2017-12-21,国海证券,600702,舍得酒业,沱牌舍得（600702）事件点评：聚焦次高端，产品结构优化-171221,,51pdf,
2017-12-21,国海证券,600176,中国巨石,中国巨石（600176）动态研究：玻纤行业高度景气，龙头企业持续扩大竞争优势-171221,,51pdf,
2017-12-21,国金证券,600761,安徽合力,安徽合力（600761）销量高增长保障业绩，参与改革基金提升估值-171220,,51pdf,
2017-12-21,国金证券,600887,伊利股份,伊利股份（600887）豆奶新品发布，健康战略持续推进-171220,,51pdf,
2017-12-21,海通证券,603708,家家悦,"家家悦(603708)公司调研简报-核心竞争力强,2018年步入加速成长期-171221",,51pdf,
2017-12-21,海通证券,000063,中兴通讯,"中兴通讯(000063)公司跟踪报告-微电子业务加速发力,5G＋物联网发展提速-171221",,51pdf,
2017-12-21,华金证券,300166,东方国信,东方国信(300166)大数据战略持续推进，工业应用有望快速增长-171220,,51pdf,
2017-12-21,群益证券,002573,清新环境,清新环境(002573)员工持股计画完成，非电治理市场大幕即将开启-171221,,51pdf,
2017-12-21,申万宏源,600567,山鹰纸业,"山鹰纸业(600567)收购联盛纸业100％股权,全国产能布局和产业链整合再下一城,维持买入！-171221",,51pdf,
2017-12-21,申万宏源,600859,王府井,"王府井(600859)吸并母公司获核准批复,股权结构理顺扫清国改障碍-171221",,51pdf,
2017-12-21,申万宏源,600176,中国巨石,中国巨石(600176)中建材旗下玻纤业务整合提上议程，有望诞生全球玻纤巨头-171221,,51pdf,
2017-12-21,太平洋证券,300054,鼎龙股份,鼎龙股份（300054）抛光垫通过客户验证，集成电路业务将获长足发展-171220,,51pdf,
2017-12-21,太平洋证券,300596,利安隆,利安隆（300596）常山科润扩建产能，提升核心产品优势地位-171220,,51pdf,
2017-12-21,天风证券,600967,内蒙一机,内蒙一机(600967)地面装备龙头企业，进入全军机械化高景气周期-171220,,51pdf,
2017-12-21,天风证券,600201,生物股份,生物股份(600201)猪口蹄疫新兽药落地，“英雄”锦上又添花-171221,,51pdf,
2017-12-21,天风证券,002078,太阳纸业,太阳纸业(002078)可转债落地，维持“买入”评级-171220,,51pdf,
2017-12-21,天风证券,600745,闻泰科技,闻泰科技(600745)地产业务剥离，股权结构理顺-171221,,51pdf,
2017-12-21,西南证券,603027,千禾味业,千禾味业（603027）后起之秀，初露锋芒-171220,,51pdf,
2017-12-21,西南证券,600201,生物股份,生物股份（600201）猪用O、A二价苗获批，为公司业绩更添助力-171221,,51pdf,
2017-12-21,浙商证券,600029,南方航空,南方航空(600029)17年11月份运营数据点评：淡季不淡，国内线客座率同比正增长-171220,,51pdf,
2017-12-21,中泰证券,600196,复星医药,复星医药（600196）从生物类似药到创新型单抗全面开花-171221,,51pdf,
2017-12-21,中泰证券,600885,宏发股份,宏发股份（600885）二股东减持计划已完成过半，公司经营趋势持续向好-171220,,51pdf,
2017-12-21,中信证券,600201,生物股份,"生物股份(600201)重大事项点评：猪O-A双价苗获批,龙头地位进一步夯实-171221",,51pdf,
2017-12-21,西南证券,603027,千禾味业,"推荐千禾味业:后起之秀,初露锋芒",webcache\20171221\webcache-20180303004457.html,sina,
2017-12-21,太平洋证券,601377,兴业证券,推荐兴业证券:拟定增80亿扩大自营和信用业务规模点评,webcache\20171221\webcache-20180303004457.html,sina,
2017-12-21,联讯证券,601012,隆基股份,"我们建议关注隆基股份(单晶龙头,公司业务几乎覆盖整个产业链,产能扩张保证业绩保持快速增长,技术降本使其盈利水平远高于行业平均水平)、协鑫集成(光伏组件出货高居全球前六的龙头企业,受益行业向好,业绩拐点已经出现,积极布局分布式光伏成一大看点)、林洋能源(国内分布式光伏投资运营龙头企业,分布式光伏电站开发、投资、建设及运营已经成为公司主要的业绩增长点)",webcache\20171221\webcache-20180303004457.html,sina,
2017-12-21,联讯证券,601222,林洋能源,"我们建议关注隆基股份(单晶龙头,公司业务几乎覆盖整个产业链,产能扩张保证业绩保持快速增长,技术降本使其盈利水平远高于行业平均水平)、协鑫集成(光伏组件出货高居全球前六的龙头企业,受益行业向好,业绩拐点已经出现,积极布局分布式光伏成一大看点)、林洋能源(国内分布式光伏投资运营龙头企业,分布式光伏电站开发、投资、建设及运营已经成为公司主要的业绩增长点)",webcache\20171221\webcache-20180303004457.html,sina,
2017-12-21,联讯证券,002506,协鑫集成,"我们建议关注隆基股份(单晶龙头,公司业务几乎覆盖整个产业链,产能扩张保证业绩保持快速增长,技术降本使其盈利水平远高于行业平均水平)、协鑫集成(光伏组件出货高居全球前六的龙头企业,受益行业向好,业绩拐点已经出现,积极布局分布式光伏成一大看点)、林洋能源(国内分布式光伏投资运营龙头企业,分布式光伏电站开发、投资、建设及运营已经成为公司主要的业绩增长点)",webcache\20171221\webcache-20180303004457.html,sina,
2017-12-21,联讯证券,601012,隆基股份,"我们建议关注隆基股份(单晶龙头,公司业务几乎覆盖整个产业链,产能扩张保证业绩保持快速增长,技术降本使其盈利水平远高于行业平均水平)、协鑫集成(光伏组件出货高居全球前六的龙头企业,受益行业向好,业绩拐点已经出现,积极布局分布式光伏成一大看点)、林洋能源(国内分布式光伏投资运营龙头企业,分布式光伏电站开发、投资、建设及运营已经成为公司主要的业绩增长点)",webcache\20171221\webcache-20180303004457.html,sina,
2017-12-21,联讯证券,601222,林洋能源,"我们建议关注隆基股份(单晶龙头,公司业务几乎覆盖整个产业链,产能扩张保证业绩保持快速增长,技术降本使其盈利水平远高于行业平均水平)、协鑫集成(光伏组件出货高居全球前六的龙头企业,受益行业向好,业绩拐点已经出现,积极布局分布式光伏成一大看点)、林洋能源(国内分布式光伏投资运营龙头企业,分布式光伏电站开发、投资、建设及运营已经成为公司主要的业绩增长点)",webcache\20171221\webcache-20180303004457.html,sina,
2017-12-21,联讯证券,002506,协鑫集成,"我们建议关注隆基股份(单晶龙头,公司业务几乎覆盖整个产业链,产能扩张保证业绩保持快速增长,技术降本使其盈利水平远高于行业平均水平)、协鑫集成(光伏组件出货高居全球前六的龙头企业,受益行业向好,业绩拐点已经出现,积极布局分布式光伏成一大看点)、林洋能源(国内分布式光伏投资运营龙头企业,分布式光伏电站开发、投资、建设及运营已经成为公司主要的业绩增长点)",webcache\20171221\webcache-20180303004457.html,sina,
2017-12-21,联讯证券,601012,隆基股份,"我们建议关注隆基股份(单晶龙头,公司业务几乎覆盖整个产业链,产能扩张保证业绩保持快速增长,技术降本使其盈利水平远高于行业平均水平)、协鑫集成(光伏组件出货高居全球前六的龙头企业,受益行业向好,业绩拐点已经出现,积极布局分布式光伏成一大看点)、林洋能源(国内分布式光伏投资运营龙头企业,分布式光伏电站开发、投资、建设及运营已经成为公司主要的业绩增长点)",webcache\20171221\webcache-20180303004457.html,sina,
2017-12-21,联讯证券,601222,林洋能源,"我们建议关注隆基股份(单晶龙头,公司业务几乎覆盖整个产业链,产能扩张保证业绩保持快速增长,技术降本使其盈利水平远高于行业平均水平)、协鑫集成(光伏组件出货高居全球前六的龙头企业,受益行业向好,业绩拐点已经出现,积极布局分布式光伏成一大看点)、林洋能源(国内分布式光伏投资运营龙头企业,分布式光伏电站开发、投资、建设及运营已经成为公司主要的业绩增长点)",webcache\20171221\webcache-20180303004457.html,sina,
2017-12-21,联讯证券,002506,协鑫集成,"我们建议关注隆基股份(单晶龙头,公司业务几乎覆盖整个产业链,产能扩张保证业绩保持快速增长,技术降本使其盈利水平远高于行业平均水平)、协鑫集成(光伏组件出货高居全球前六的龙头企业,受益行业向好,业绩拐点已经出现,积极布局分布式光伏成一大看点)、林洋能源(国内分布式光伏投资运营龙头企业,分布式光伏电站开发、投资、建设及运营已经成为公司主要的业绩增长点)",webcache\20171221\webcache-20180303004457.html,sina,
2017-12-21,申万宏源,000166,申万宏源,"申万宏源策略行业比较框架主要关注景气、估值、微观结构、催化剂和市场交易特征五个维度,在本篇报告中,我们将围绕这几个维度展开探讨2018年的行业配置",webcache\20171221\webcache-20180303004457.html,sina,
2017-12-21,方正证券,600004,白云机场,"11月白云机场、上海机场旅客吞吐量分别为12.1%、9.4%,继续保持高速增长,消费升级带动航空需求强劲增长逻辑兑现",webcache\20171221\webcache-20180303004458.html,sina,
2017-12-21,方正证券,600009,上海机场,"11月白云机场、上海机场旅客吞吐量分别为12.1%、9.4%,继续保持高速增长,消费升级带动航空需求强劲增长逻辑兑现",webcache\20171221\webcache-20180303004458.html,sina,
2017-12-21,方正证券,600029,南方航空,关注航线占优的中国国航以及经营效率更高的南方航空,webcache\20171221\webcache-20180303004458.html,sina,
2017-12-21,方正证券,601111,中国国航,关注航线占优的中国国航以及经营效率更高的南方航空,webcache\20171221\webcache-20180303004458.html,sina,
2017-12-21,方正证券,600004,白云机场,继续关注白云机场、深圳机场,webcache\20171221\webcache-20180303004458.html,sina,
2017-12-21,方正证券,000089,深圳机场,继续关注白云机场、深圳机场,webcache\20171221\webcache-20180303004458.html,sina,
2017-12-21,中银国际,002766,索菱股份,"汽车座舱正在成为聚拢车载互联网、智能交互、新型材料等技术的阵地,汽车有望成为手机之后的下一个移动智能终端,智能座舱有望成为自动驾驶技术成熟之前率先崛起的方向,建议关注索菱股份",webcache\20171221\webcache-20180303004458.html,sina,
2017-12-21,中银国际,600104,上汽集团,"   
    重点推荐   
    业绩有望持续高增长:受益国产自动变速箱爆发的双环传动,业绩持续增长确定性高的上汽集团、银轮股份、宁波华翔,此外建议关注华域汽车、中鼎股份",webcache\20171221\webcache-20180303004458.html,sina,
2017-12-21,中银国际,600741,华域汽车,"   
    重点推荐   
    业绩有望持续高增长:受益国产自动变速箱爆发的双环传动,业绩持续增长确定性高的上汽集团、银轮股份、宁波华翔,此外建议关注华域汽车、中鼎股份",webcache\20171221\webcache-20180303004458.html,sina,
2017-12-21,中银国际,000887,中鼎股份,"   
    重点推荐   
    业绩有望持续高增长:受益国产自动变速箱爆发的双环传动,业绩持续增长确定性高的上汽集团、银轮股份、宁波华翔,此外建议关注华域汽车、中鼎股份",webcache\20171221\webcache-20180303004458.html,sina,
2017-12-21,中银国际,002048,宁波华翔,"   
    重点推荐   
    业绩有望持续高增长:受益国产自动变速箱爆发的双环传动,业绩持续增长确定性高的上汽集团、银轮股份、宁波华翔,此外建议关注华域汽车、中鼎股份",webcache\20171221\webcache-20180303004458.html,sina,
2017-12-21,中银国际,002126,银轮股份,"   
    重点推荐   
    业绩有望持续高增长:受益国产自动变速箱爆发的双环传动,业绩持续增长确定性高的上汽集团、银轮股份、宁波华翔,此外建议关注华域汽车、中鼎股份",webcache\20171221\webcache-20180303004458.html,sina,
2017-12-21,中银国际,002472,双环传动,"   
    重点推荐   
    业绩有望持续高增长:受益国产自动变速箱爆发的双环传动,业绩持续增长确定性高的上汽集团、银轮股份、宁波华翔,此外建议关注华域汽车、中鼎股份",webcache\20171221\webcache-20180303004458.html,sina,
2017-12-21,中银国际,600104,上汽集团,"   
    重点推荐   
    业绩有望持续高增长:受益国产自动变速箱爆发的双环传动,业绩持续增长确定性高的上汽集团、银轮股份、宁波华翔,此外建议关注华域汽车、中鼎股份",webcache\20171221\webcache-20180303004458.html,sina,
