2018-03-06,广证恒生    ,300383,光环新网 ,光环新网（300383）IDC和云计算业务双轮驱动，2018年有望继续保持高增长-180305                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p3/                                                            ,51pdf,
2018-03-06,申万宏源    ,300088,长信科技 ,长信科技(300088)行业景气下降影响4Q业绩，员工持股彰显发展信心-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p3/                                                            ,51pdf,
2018-03-06,申万宏源    ,600337,美克家居 ,美克家居(600337)完成实施首次回购股份，凸显可持续发展动力-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p3/                                                            ,51pdf,
2018-03-06,申万宏源    ,600233,圆通速递 ,圆通速递(600233)二次创业，全面拥抱快递行业的新时代-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p3/                                                            ,51pdf,
2018-03-06,兴业证券    ,300369,绿盟科技 ,"绿盟科技(300369)工控安全领航者,恰逢工业互联网发展春风-180304"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p3/                                                            ,51pdf,
2018-03-06,兴业证券    ,300033,同花顺  ,"同花顺(300033)咨询业务需求下降,研发投入推动创新业务发展-180303"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p3/                                                            ,51pdf,
2018-03-06,兴业证券    ,002013,中航机电 ,"中航机电(002013)航空机电产业加速发展,板块整体上市稳健推进-180306"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p3/                                                            ,51pdf,
2018-03-06,中信证券    ,002714,牧原股份 ,牧原股份(002714)2018年1-2月销量简报点评：销量继续高增速，肥猪占比略提升-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,中信证券    ,600104,上汽集团 ,上汽集团(600104)重大事项点评：2月持续热销，增速领先行业-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,中信证券    ,600438,通威股份 ,通威股份(600438)调研快报：电池崛起，王者“硅”来-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,中信证券    ,000598,兴蓉环境 ,兴蓉环境(000598)2017年业绩快报点评：营收增长快速，混改破局在即-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,中信证券    ,600066,宇通客车 ,宇通客车(600066)2月份销量点评：2月销量大增，好于市场预期-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,中信证券    ,002013,中航机电 ,中航机电(002013)2017年年报点评：业绩符合预期，看好后续资产整合-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,国信证券    ,002174,游族网络 ,游族网络（002174）“大IP+精品化+全球化”战略持续推进，2018期待爆款-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,中信建投    ,300009,安科生物 ,安科生物（300009）牵手美国Verogen公司，开拓Illumina测序法医鉴定国内市场-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,中信建投    ,000069,华侨城A ,华侨城A（000069）跨越之旅，小试牛刀-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,上海证券    ,300316,晶盛机电 ,晶盛机电（300316）2018Q1业绩预告高增长，股权激励彰显公司对未来发展信心-180305                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,上海证券    ,000802,北京文化 ,北京文化（000802）扣非利润大幅增长，18年项目储备丰富-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,浙商证券    ,603018,中设集团 ,中设集团(603018)2017年报点评：内生快速增长，向全产业链转型-180305                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,国信证券    ,600809,山西汾酒 ,山西汾酒(600809)内外协同齐拓省外，产品两端聚力高增-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,国信证券    ,300572,安车检测 ,安车检测(300572)2017年业绩快报点评：检测站规范化，下游需求扩容-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,国信证券    ,600066,宇通客车 ,宇通客车(600066)2月销量大增39%，产品结构持续向好-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,国泰君安    ,601007,金陵饭店 ,金陵饭店(601007)2017年年报点评：投资收益驱动业绩高增长，酒店业务持续向好-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,安信证券    ,600418,江淮汽车 ,江淮汽车(600418)公司快报：2月新能源销量好于预期，传统车销量企稳-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,安信证券    ,002013,中航机电 ,中航机电(002013)17年归母净利润5.79 亿，同比下降0.71%-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,安信证券    ,600104,上汽集团 ,上汽集团(600104)前2月累计同比增长11.57%，通用销售亮眼-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,华泰证券    ,002878,元隆雅图 ,元隆雅图(002878)一季度业绩超预期，未来增长可期-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p4/                                                            ,51pdf,
2018-03-06,华泰证券    ,002511,中顺洁柔 ,中顺洁柔(002511)产能再扩建，成长又加码-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p5/                                                            ,51pdf,
2018-03-06,广证恒生    ,000921,海信科龙 ,海信科龙(000921)深度报告：多联机快速增长，传统业务盈利改善-180223                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p5/                                                            ,51pdf,
2018-03-06,光大证券    ,600383,金地集团 ,金地集团（600383）积极拿地扩土储，销售高增稳业绩-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p5/                                                            ,51pdf,
2018-03-06,新时代证券   ,600167,联美控股 ,联美控股（600167）市场印象修复＆业绩高速增长，供暖龙头将完成内在价值回归-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p5/                                                            ,51pdf,
2018-03-06,新时代证券   ,300316,晶盛机电 ,晶盛机电（300316）订单释放，一季度业绩大增，新业务开始贡献业绩-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p5/                                                            ,51pdf,
2018-03-06,东北证券    ,002121,科陆电子 ,科陆电子（002121）聚焦主业，业绩有望持续向好-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p5/                                                            ,51pdf,
2018-03-06,东北证券    ,601155,新城控股 ,新城控股（601155）销售增速持续，拿地能力优异-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p5/                                                            ,51pdf,
2018-03-06,东北证券    ,002429,兆驰股份 ,兆驰股份（002429）营收增长逐季加速，Q4业绩大增-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p5/                                                            ,51pdf,
2018-03-06,天风证券    ,002460,赣锋锂业 ,赣锋锂业（002460）可转债投资，看好新能源“前途”-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p5/                                                            ,51pdf,
2018-03-06,天风证券    ,600018,上港集团 ,上港集团（600018）目标全球大港！看贸易、金融与地产如何演绎-180305                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p5/                                                            ,51pdf,
2018-03-06,川财证券    ,600585,海螺水泥 ,海螺水泥(600585)首次覆盖报告：高利润叠加市占率扩张，水泥行业强者恒强-180304                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://www.51pdf.com.cn/report_gg_p5/                                                            ,51pdf,
2018-03-06,财富证券    ,603306,华懋科技 ,华懋科技(603306)深度研究：气囊布市场空间被低估，优质龙头确定性受益-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p5/                                                            ,51pdf,
2018-03-06,长城证券    ,600050,中国联通 ,中国联通（600050）理性看待“提速降费”-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://www.51pdf.com.cn/report_gg_p5/                                                            ,51pdf,
2018-03-06,中原证券    ,300037,新宙邦  ,新宙邦（300037）加码电解液投资，看好公司电解液发展前景-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p5/                                                            ,51pdf,
2018-03-06,浙商证券    ,002418,康盛股份 ,康盛股份(002418)成本压力及政策调整致业绩不达预期，下调盈利预测-180302                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p5/                                                            ,51pdf,
2018-03-06,天风证券    ,002925,盈趣科技 ,盈趣科技（002925）受益iQOS持续高景气，业绩高速增长值得期待！-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p5/                                                            ,51pdf,
2018-03-06,广发证券    ,300316,晶盛机电 ,"晶盛机电(300316)一季报预告高增长,全年需求形势较好-180306"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p6/                                                            ,51pdf,
2018-03-06,招商证券    ,000100,TCL集团,TCL集团（000100）双计划激励充分，提振发展信心-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p6/                                                            ,51pdf,
2018-03-06,太平洋证券   ,300607,拓斯达  ,拓斯达（300607）与华为云展开合作，布局工业互联网领域-180305                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p6/                                                            ,51pdf,
2018-03-06,国联证券    ,002410,广联达  ,广联达（002410）云服务有效推进，助力公司持续成长-180305                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p6/                                                            ,51pdf,
2018-03-06,东吴证券    ,300316,晶盛机电 ,晶盛机电（300316）Q1预增100％-130％，Q2收入确认预计提速-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p6/                                                            ,51pdf,
2018-03-06,东吴证券    ,601933,永辉超市 ,家家悦（603708）从永辉超市对比看家家悦成长前景，会员体系强大，展店+同店改善提振业绩，区域生鲜龙头腾飞在即-180301                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p6/                                                            ,51pdf,
2018-03-06,东吴证券    ,603708,家家悦  ,家家悦（603708）从永辉超市对比看家家悦成长前景，会员体系强大，展店+同店改善提振业绩，区域生鲜龙头腾飞在即-180301                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p6/                                                            ,51pdf,
2018-03-06,申万宏源    ,002304,洋河股份 ,洋河股份(002304)剔除消费税影响业绩符合预期，18年趋势依然加速向好-180305                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p6/                                                            ,51pdf,
2018-03-06,华创证券    ,300316,晶盛机电 ,晶盛机电(300316)Q1业绩预告点评：业绩同比显著增长，光伏-180306                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p6/                                                            ,51pdf,
2018-03-06,财通证券    ,000599,青岛双星 ,青岛双星（000599）收购锦湖迎来转机，未来有望成为国内轮胎新巨头-180305                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p6/                                                            ,51pdf,
