2018-01-30,招商证券    ,000581,威孚高科 ,威孚高科(000581)被低估的共轨龙头，走向价值重归之路-180128                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p175/                                                          ,51pdf,
2018-01-30,兴业证券    ,601100,恒立液压 ,恒立液压（601100）2017年度业绩预告点评：业绩高速增长，泵阀产品开始放量-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p175/                                                          ,51pdf,
2018-01-30,中银国际    ,002088,鲁阳节能 ,鲁阳节能（002088）供给改革叠加协同效应，岩棉高景气增厚利润-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p175/                                                          ,51pdf,
2018-01-30,华金证券    ,601012,隆基股份 ,隆基股份(601012)公司分析：业绩预增超预期，2020年规划硅片产能45GW-180128                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,招商证券    ,002563,森马服饰 ,森马服饰（002563）白马龙头18年迎来业绩拐点 低估值高分红彰显投资价值-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,招商证券    ,603877,太平鸟  ,太平鸟（603877）入股太平鸟巢涉足家居品 完善太平鸟品牌生态圈-180129                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,华安证券    ,300009,安科生物 ,安科生物(300009)业绩稳步增长，拟与德国默天旎合作CAR-T细胞制备-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,华创证券    ,002696,百洋股份 ,百洋股份(002696)火星时代并表净利翻倍，业务规模效应显著、成长性明确-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,华创证券    ,603639,海利尔  ,海利尔(603639)受益吡虫啉、啶虫脒四度价格飙涨，公司业绩大幅增长-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,华创证券    ,300251,光线传媒 ,光线传媒(300251)影视主业稳健增长，持股猫眼向平台转型-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,中银国际    ,002126,银轮股份 ,银轮股份（002126）收购朗信提升系统配套能力，发展前景看好-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,天风证券    ,603679,华体科技 ,华体科技（603679）首例智慧路灯运营项目花落华体，建筑行业变革先驱-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,华鑫证券    ,603712,七一二  ,七一二（603712）新股询价报告-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,华鑫证券    ,002927,泰永长征 ,泰永长征（002927）新股询价报告-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,华鑫证券    ,600901,江苏租赁 ,江苏租赁（600901）新股询价报告-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,东兴证券    ,601678,滨化股份 ,滨化股份（601678）事件点评：年度业绩预告翻番，环氧丙烷景气持续-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,东兴证券    ,002196,方正电机 ,方正电机（002196）事件点评：供货吉利证明实力，业内地位显著提升-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,川财证券    ,002624,完美世界 ,完美世界(002624)完美的一年，内生增长强劲，龙头价值凸显-180128                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,广证恒生    ,300015,爱尔眼科 ,爱尔眼科（300015）惟精惟一，大作于细-180127                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,财通证券    ,600977,中国电影 ,中国电影（600977）电影全产业链龙头，行业回暖增厚业绩-180129                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,财通证券    ,600460,士兰微  ,士兰微（600460）公司业绩快速增长，布局蓝海市场后市可期-180129                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,财通证券    ,300133,华策影视 ,华策影视（300133）SIP+X战略显成效，全年业绩稳健增长-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,东方证券    ,300009,安科生物 ,安科生物（300009）业绩维持高增长，CAR-T产业化更进一步-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p176/                                                          ,51pdf,
2018-01-30,华泰证券    ,002697,红旗连锁 ,红旗连锁(002697)经营稳健，携手永辉助力生鲜发展-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,华泰证券    ,601899,紫金矿业 ,紫金矿业(601899)有色高景气延续，关注量增下的业绩弹性-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,华泰证券    ,300479,神思电子 ,神思电子(300479)加大研发投入，利润有所波动-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,华泰证券    ,002696,百洋股份 ,百洋股份(002696)业绩符合预期，高送转突显价值-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,华泰证券    ,600297,广汇汽车 ,广汇汽车(600297)业绩预喜，继续成长-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,华泰证券    ,002707,众信旅游 ,众信旅游(002707)行业、公司、估值“三重共振”-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,华泰证券    ,002124,天邦股份 ,天邦股份（002124）产能释放、效率提升，双拐点来临-180129                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,西南证券    ,603833,欧派家居 ,欧派家居（603833）业绩继续高成长，橱柜龙头渐成全屋明星-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,平安证券    ,603660,苏州科达 ,苏州科达（603660）持续发力行业市场和通用市场，公司业绩高速增长-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,东北证券    ,603306,华懋科技 ,华懋科技（603306）涤纶替代对冲部分毛利率压力，行业长期逻辑不变-180126                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,东北证券    ,300383,光环新网 ,光环新网（300383）业绩符合预期，云计算业务加速发展-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,东北证券    ,002126,银轮股份 ,银轮股份（002126）收购协同提效益，量价齐升增业绩-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,东北证券    ,603660,苏州科达 ,苏州科达（603660）全年业绩超预期，行业景气度持续提升-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,东北证券    ,002842,翔鹭钨业 ,翔鹭钨业（002842）综合加工型钨企，全产业链布局增强业绩-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,东北证券    ,300588,熙菱信息 ,熙菱信息（300588）业绩符合预期，疆内疆外高速发展-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,东北证券    ,601878,浙商证券 ,浙商证券（601878）携手多方落实“凤凰行动”计划，用心打造精品投行-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,东北证券    ,601689,拓普集团 ,拓普集团（601689）业绩略低预期，NVH龙头长期看好-180129                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,财通证券    ,300113,顺网科技 ,顺网科技（300113）业绩符合预期，18年业绩回暖可期-180129                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,财通证券    ,300251,光线传媒 ,光线传媒（300251）业绩预告符合预期，行业复苏龙头受益-180129                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,财通证券    ,000725,京东方A ,京东方A（000725）OLED量产与大尺寸LCD推动公司高速发展-180129                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p177/                                                          ,51pdf,
2018-01-30,新时代证券   ,600885,宏发股份 ,宏发股份（600885）新能源车带动高压直流继电器业绩增长，继电器龙头业绩可期-180119                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p178/                                                          ,51pdf,
2018-01-30,新时代证券   ,000830,鲁西化工 ,鲁西化工（000830）业绩再超预期，18年量价起飞再上台阶-180128                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p178/                                                          ,51pdf,
2018-01-30,新时代证券   ,002431,棕榈股份 ,棕榈股份（002431）成功转型生态城镇运营商，2018谱写新篇章-180128                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p178/                                                          ,51pdf,
2018-01-30,新时代证券   ,601668,中国建筑 ,中国建筑（601668）恰是低估值蓝筹，风口正当时-180129                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p178/                                                          ,51pdf,
2018-01-30,光大证券    ,000825,太钢不锈 ,太钢不锈（000825）四季度业绩显著超预期，看好被低估的不锈钢龙头-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p178/                                                          ,51pdf,
2018-01-30,光大证券    ,000826,启迪桑德 ,启迪桑德（000826）PPP项目放量，公司迎来快速增长-180129                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p178/                                                          ,51pdf,
2018-01-30,光大证券    ,000725,京东方A ,京东方A（000725）龙头地位稳固，大尺寸LCD与柔性OLED带来长期发展动力-180129                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p178/                                                          ,51pdf,
2018-01-30,光大证券    ,300408,三环集团 ,三环集团（300408）2017Q4盈利大幅改善，2018年各业务预计全面发力-180129                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p178/                                                          ,51pdf,
2018-01-30,光大证券    ,002024,苏宁易购 ,苏宁云商（002024）入股万达商业，与商业地产合作进一步完善智慧零售布局-180129                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p178/                                                          ,51pdf,
2018-01-30,光大证券    ,600628,新世界  ,新世界（600628）业绩符合预期，新南东项目负面影响降低-180129                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p178/                                                          ,51pdf,
2018-01-30,方正证券    ,002632,道明光学 ,道明光学（002632）国内反光材料龙头，双业务放量驱动公司业绩加速向上-180128                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p178/                                                          ,51pdf,
2018-01-30,方正证券    ,002514,宝馨科技 ,宝馨科技（002514）光伏设备+火电调峰项目运营，新业务蓄势待发-180130                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,http://www.51pdf.com.cn/report_gg_p178/                                                          ,51pdf,
2018-01-30,方正证券    ,300572,安车检测 ,安车检测（300572）业绩略超预期，主业加速增长-180129                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,http://www.51pdf.com.cn/report_gg_p178/                                                          ,51pdf,
