2018-01-10,长江证券      ,600138,中青旅   ,中青旅(600138)光大入主，开启品质生活新篇章-180107                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p288/                                                          ,51pdf,
2018-01-10,西南证券      ,002798,帝王洁具  ,帝王洁具（002798）并购交割完成，瓷砖+卫浴强强联合-180109                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,http://www.51pdf.com.cn/report_gg_p289/                                                          ,51pdf,
2018-01-10,中泰证券      ,600206,有研新材  ,有研新材（600206）溅射靶材迎机遇，国企改革助增长-180110                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p289/                                                          ,51pdf,
2018-01-10,民生证券      ,603180,金牌厨柜  ,"金牌厨柜(603180)2017年年度业绩预增公告点评：归母净利润预增60%-80%,扩品类拓渠道助金牌高速启航-180110"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p289/                                                          ,51pdf,
2018-01-10,民生证券      ,600606,绿地控股  ,"绿地控股(600606)调研简报：销售突破三千亿,新增货值保证未来业绩-180109"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p289/                                                          ,51pdf,
2018-01-10,民生证券      ,000858,五粮液   ,"五粮液(000858)品牌调整,渠道完善,二次创业再度起航-180110"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p289/                                                          ,51pdf,
2018-01-10,民生证券      ,603816,顾家家居  ,"顾家家居(603816)与意大利Natuzzi签署合作协议,拟拓展中高端品牌零售网-180110"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,http://www.51pdf.com.cn/report_gg_p289/                                                          ,51pdf,
2018-01-10,民生证券      ,600276,恒瑞医药  ,"恒瑞医药(600276)授权BTK抑制剂,海外创新药战略显成效-180110"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p289/                                                          ,51pdf,
2018-01-10,广发证券      ,300473,德尔股份  ,德尔股份（300473）17年年报业绩预告点评：募投产品上量，公司拐点或现-180110                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p289/                                                          ,51pdf,
2018-01-10,申万宏源      ,000430,张家界   ,"张家界(000430)控股股东加强控制权,关注大庸古城休闲模式的开展-180110"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p289/                                                          ,51pdf,
2018-01-10,申万宏源      ,002739,万达电影  ,"万达电影(002739)非票房收入提升至39％超预期,四季度扩张提速-180110"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p289/                                                          ,51pdf,
2018-01-10,太平洋证券     ,002258,利尔化学  ,利尔化学（002258）未来草铵膦全球龙头，新产能推动持续成长-180107                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p289/                                                          ,51pdf,
2018-01-10,新时代证券     ,601933,永辉超市  ,永辉超市(601933)永辉拟再受让红旗连锁9%股份-二度增持成为红旗连锁第二大股东-180103                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p289/                                                          ,51pdf,
2018-01-10,新时代证券     ,002697,红旗连锁  ,永辉超市(601933)永辉拟再受让红旗连锁9%股份-二度增持成为红旗连锁第二大股东-180103                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p289/                                                          ,51pdf,
2018-01-10,广发证券      ,000666,经纬纺机  ,经纬纺机（000666）预计“纺机+金融”双核心表现良好，中融信托转型显效-180110                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p290/                                                          ,51pdf,
2018-01-10,财通证券      ,600572,康恩贝   ,康恩贝（600572）业绩符合预期，核心品种增长强劲-180110                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,http://www.51pdf.com.cn/report_gg_p290/                                                          ,51pdf,
2018-01-10,华泰证券      ,300285,国瓷材料  ,国瓷材料（300285）年报预增86％-102％，业务趋势向好-180110                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,http://www.51pdf.com.cn/report_gg_p290/                                                          ,51pdf,
2018-01-10,华泰证券      ,600436,片仔癀   ,片仔癀（600436）盈利预喜，需求强韧-180110                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p290/                                                          ,51pdf,
2018-01-10,华创证券      ,002709,天赐材料  ,天赐材料（002709）推荐要点整理-180108                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,http://www.51pdf.com.cn/report_gg_p290/                                                          ,51pdf,
2018-01-10,海通证券      ,603816,顾家家居  ,"顾家家居(603816)公司公告点评-携手Natuzzi,助力高端市场品牌开拓-180110"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,http://www.51pdf.com.cn/report_gg_p290/                                                          ,51pdf,
2018-01-10,海通证券      ,600803,新奥股份  ,新奥股份(600803)公司公告点评-预计全年归母净利润同比增长16%-30%-180110                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p290/                                                          ,51pdf,
2018-01-10,申万宏源      ,603877,太平鸟   ,太平鸟(603877)存货跌价计提拐点已过，大步向前步入发展快车道-180109                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p290/                                                          ,51pdf,
2018-01-10,申万宏源      ,002456,欧菲科技  ,欧菲科技(002456)增资柔性触控新业务，新设智能汽车两大子公司-180110                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p290/                                                          ,51pdf,
2018-01-10,申万宏源      ,300059,东方财富  ,东方财富(300059)12月股票成交额份额升至1.98%，工行导流浮出水面！-180109                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,http://www.51pdf.com.cn/report_gg_p290/                                                          ,51pdf,
2018-01-10,中投证券      ,000513,丽珠集团  ,丽珠集团（000513）注射用艾普拉唑钠获批上市，业绩增长再添动力-180110                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,http://www.51pdf.com.cn/report_gg_p290/                                                          ,51pdf,
2018-01-10,联讯证券      ,300073,当升科技  ,当升科技（300073）2017年度业绩预增，正极材料和智能装备双轮驱动-180110                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,http://www.51pdf.com.cn/report_gg_p290/                                                          ,51pdf,
2018-01-10,国元证券      ,300498,温氏股份  ,温氏股份（300498）价跌拖累短期业绩、量增支撑长期增长-180109                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p290/                                                          ,51pdf,
2018-01-10,华创证券      ,603866,桃李面包  ,桃李面包（603866）4Q业绩大超预期，全国化拓张进行时-180110                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://www.51pdf.com.cn/report_gg_p290/                                                          ,51pdf,
2018-01-10,国海证券      ,002327,富安娜   ,富安娜（002327）深度报告：精耕细作的艺术家纺龙头，打开定制家具新空间-180110                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://www.51pdf.com.cn/report_gg_p290/                                                          ,51pdf,
